Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
RAM,1972,QB,Roman Gabriel,32,10,12,"165 for 323, 2,027 yards, 12 td, 15 int, & 14 rushes for 16 yards and 1 td",,Starters_1
RAM,1972,RB,Jim Bertelsen,22,Rook,7,"123 rushes for 581 yards, 5 td, & 29 catches for 331 yards and 1 td",,Starters_1
RAM,1972,FB,Willie Ellison,27,5,12,"170 rushes for 764 yards, 5 td, & 23 catches for 141 yards and 1 td",,Starters_1
RAM,1972,WR,Lance Rentzel,29,7,14,"27 catches for 365 yards, 1 td, & 7 rushes for 71 yards and 1 td",,Starters_1
RAM,1972,WR,Jack Snow,29,7,14,"30 catches for 590 yards, 4 td",,Starters_1
RAM,1972,TE,Bob Klein,25,3,13,"29 catches for 330 yards, 1 td, & 1 rush for -7 yards and 0 td",,Starters_1
RAM,1972,LT,Charlie Cowan,34,11,13,,,Starters_1
RAM,1972,LG,Tom Mack*,29,6,12,,,Starters_1
RAM,1972,C,Ken Iman,33,12,14,,,Starters_1
RAM,1972,RG,Joe Scibelli,33,11,13,,,Starters_1
RAM,1972,RT,Harry Schuh,30,7,14,2 fumbles recovered,,Starters_1
RAM,1972,LDE,Jack Youngblood,22,1,9,"0 interceptions, 1 fumble recovered",,Starters_1
RAM,1972,LDT,Merlin Olsen*,32,10,14,,,Starters_1
RAM,1972,RDT,Larry Brooks,22,Rook,7,,,Starters_1
RAM,1972,RDE,Coy Bacon*,30,4,14,"0 interceptions, 1 fumble recovered",,Starters_1
RAM,1972,LLB,Jim Purnell,31,8,12,"1 interception, 1 fumble recovered",,Starters_1
RAM,1972,MLB,Marlin McKeever,32,11,14,"2 interceptions, 0 fumbles recovered",,Starters_1
RAM,1972,RLB,Isiah Robertson,23,1,14,"0 interceptions, 1 fumble recovered",,Starters_1
RAM,1972,LCB,Al Clark,24,1,7,"1 interception, 1 fumble recovered",,Starters_1
RAM,1972,RCB,Gene Howard,26,4,13,"3 interceptions, 0 fumbles recovered",,Starters_1
RAM,1972,SS,Dave Elmendorf,23,1,14,"3 interceptions, 2 fumbles recovered",,Starters_1
RAM,1972,FS,Jim Nettles,30,7,14,"6 interceptions, 1 fumble recovered",,Starters_1
