Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Matthew Stafford,34,13,9,"206 for 303, 2,087 yards, 10 td, 8 int, & 13 rushes for 9 yards and 1 td",,Starters_1,RAM,2022,2025-08-15 19:41:48
RB,Cam Akers,23,2,9,"188 rushes for 786 yards, 7 td, & 13 catches for 117 yards and 0 td",,Starters_1,RAM,2022,2025-08-15 19:41:48
WR,Cooper Kupp,29,5,9,"75 catches for 812 yards, 6 td, & 9 rushes for 52 yards and 1 td",,Starters_1,RAM,2022,2025-08-15 19:41:48
WR,Allen Robinson,29,8,10,"33 catches for 339 yards, 3 td",,Starters_1,RAM,2022,2025-08-15 19:41:48
WR,Ben Skowronek,25,1,11,"39 catches for 376 yards, 0 td, & 1 rush for 17 yards and 1 td",,Starters_1,RAM,2022,2025-08-15 19:41:48
TE,Tyler Higbee,29,6,17,"72 catches for 620 yards, 3 td",,Starters_1,RAM,2022,2025-08-15 19:41:48
LT,Ty Nsekhe,37,10,8,,,Starters_1,RAM,2022,2025-08-15 19:41:48
LG,Matt Skura,29,5,8,,,Starters_1,RAM,2022,2025-08-15 19:41:48
C,Coleman Shelton,27,3,13,,,Starters_1,RAM,2022,2025-08-15 19:41:48
RG,Alaric Jackson,24,1,6,,,Starters_1,RAM,2022,2025-08-15 19:41:48
RT,Rob Havenstein,30,7,17,1 fumble recovered,,Starters_1,RAM,2022,2025-08-15 19:41:48
LDE,A'Shawn Robinson,27,6,10,,,Starters_1,RAM,2022,2025-08-15 19:41:48
DT,Aaron Donald*,31,8,11,,,Starters_1,RAM,2022,2025-08-15 19:41:48
NT,Greg Gaines,26,3,12,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
LOLB,Justin Hollins,26,3,5,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
LILB,Ernest Jones,23,1,11,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
RILB,Bobby Wagner,32,10,17,"6.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
ROLB,Leonard Floyd,30,6,17,"9.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
LCB,Troy Hill,31,7,12,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
RCB,Jalen Ramsey*,28,6,17,"2.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
SS,Taylor Rapp,25,3,16,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
FS,Nick Scott,27,3,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAM,2022,2025-08-15 19:41:48
