Draft_Year,Team,Round_1_Picks,Round_2_Picks,Round_3_Picks,Round_4_Picks,Round_5_Picks,Round_6_Picks,Round_7_Picks,Round_8_Picks,Round_9_Picks,Round_10_Picks,Round_11_Picks,Round_12_Picks,Total_Picks
1982,atl,1,1,1,1,1,1,1,1,1,1,1,1,12
1982,bal,2,2,1,1,1,1,1,1,1,1,1,1,14
1982,buf,1,1,1,1,0,1,1,1,1,1,1,1,11
1982,chi,1,0,1,1,2,1,1,1,1,1,1,1,12
1982,cin,1,1,1,1,1,1,1,1,1,1,1,1,12
1982,cle,1,1,0,1,1,1,0,3,1,1,1,1,12
1982,dal,1,1,1,2,1,2,1,2,1,1,2,1,16
1982,den,1,1,0,1,1,0,1,0,1,1,1,1,9
1982,det,1,1,1,1,1,1,2,1,1,1,1,2,14
1982,gnb,1,0,1,1,1,1,1,1,1,1,1,1,11
1982,hou,1,1,2,1,1,1,0,0,1,1,1,1,11
1982,kan,1,1,0,2,1,1,1,1,1,1,1,1,12
1982,lac,0,0,0,0,0,0,1,1,1,1,1,0,5
1982,mia,1,1,1,1,2,2,2,1,2,2,1,1,17
1982,min,1,1,0,1,0,1,1,1,1,1,1,1,10
1982,nor,1,1,4,1,1,1,0,1,0,0,0,0,10
1982,nwe,2,3,2,2,1,1,1,1,1,1,1,1,17
1982,nyg,1,1,0,1,1,1,1,1,1,1,0,1,10
1982,nyj,1,1,1,1,1,1,1,1,1,1,1,1,12
1982,phi,1,1,1,1,1,1,1,1,1,0,1,1,11
1982,pit,1,1,1,1,1,2,2,1,1,1,1,1,14
1982,rai,1,2,1,1,1,0,1,0,0,1,1,1,10
1982,ram,2,1,3,2,4,2,2,3,2,2,2,2,27
1982,sea,1,1,1,0,0,1,1,1,1,1,1,1,10
1982,sfo,0,1,0,0,1,1,1,0,1,2,1,1,9
1982,tam,1,1,2,1,1,1,1,1,1,0,0,1,11
1982,was,0,1,1,1,1,1,1,1,2,2,2,2,15
