Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CHI,1975,QB,Gary Huff,24,2,9,"114 for 205, 1,083 yards, 3 td, 9 int, & 5 rushes for 7 yards and 0 td",,Starters_1
CHI,1975,RB,Walter Payton,22,Rook,7,"196 rushes for 679 yards, 7 td, & 33 catches for 213 yards and 0 td",,Starters_1
CHI,1975,FB,Roland Harper,22,Rook,10,"100 rushes for 453 yards, 1 td, & 27 catches for 191 yards and 0 td",,Starters_1
CHI,1975,WR,Bob Grim,30,8,13,"28 catches for 374 yards, 2 td",,Starters_1
CHI,1975,WR,Bo Rather,25,2,14,"39 catches for 685 yards, 2 td, & 4 rushes for 24 yards and 0 td",,Starters_1
CHI,1975,TE,Bob Parsons,25,3,10,"13 catches for 184 yards, 1 td",,Starters_1
CHI,1975,LT,Lionel Antoine,25,3,14,,,Starters_1
CHI,1975,LG,Noah Jackson,24,1,14,1 fumble recovered,,Starters_1
CHI,1975,C,Dan Peiffer,24,Rook,11,1 fumble recovered,,Starters_1
CHI,1975,RG,Mark Nordquist,30,7,13,1 fumble recovered,,Starters_1
CHI,1975,RT,Jeff Sevy,25,1,12,1 fumble recovered,,Starters_1
CHI,1975,LDE,Mike Hartenstine,22,Rook,14,"0 interceptions, 2 fumbles recovered",,Starters_1
CHI,1975,LDT,Roger Stillwell,24,Rook,11,,,Starters_1
CHI,1975,RDT,Wally Chambers*,24,2,14,,,Starters_1
CHI,1975,RDE,Richard Harris,27,4,8,"0 interceptions, 1 fumble recovered",,Starters_1
CHI,1975,LLB,Doug Buffone,31,9,14,"1 interception, 1 fumble recovered",,Starters_1
CHI,1975,MLB,Larry Ely,28,5,10,"1 interception, 1 fumble recovered",,Starters_1
CHI,1975,RLB,Waymond Bryant,23,1,13,"0 interceptions, 3 fumbles recovered",,Starters_1
CHI,1975,LCB,Allan Ellis,24,2,14,"2 interceptions, 0 fumbles recovered",,Starters_1
CHI,1975,RCB,Virgil Livers,23,Rook,7,"2 interceptions, 3 fumbles recovered",,Starters_1
CHI,1975,SS,Doug Plank,22,Rook,14,"2 interceptions, 0 fumbles recovered",,Starters_1
CHI,1975,FS,Craig Clemons,26,3,14,"2 interceptions, 3 fumbles recovered",,Starters_1
