Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Mitchell Trubisky,23,Rook,12,"196 for 330, 2,193 yards, 7 td, 7 int, & 41 rushes for 248 yards and 2 td",,Starters_1,CHI,2017,2025-08-15 18:58:30
RB,Jordan Howard,23,1,16,"276 rushes for 1,122 yards, 9 td, & 23 catches for 125 yards and 0 td",,Starters_1,CHI,2017,2025-08-15 18:58:30
FB,Adam Shaheen,23,Rook,7,"0 rushes for yards, 0 td, & 12 catches for 127 yards and 3 td",,Starters_1,CHI,2017,2025-08-15 18:58:30
WR,Josh Bellamy,28,5,7,"24 catches for 376 yards, 1 td, & 1 rush for 6 yards and 0 td",,Starters_1,CHI,2017,2025-08-15 18:58:30
WR,Kendall Wright,28,5,4,"59 catches for 614 yards, 1 td",,Starters_1,CHI,2017,2025-08-15 18:58:30
TE,Dion Sims,26,4,14,"15 catches for 180 yards, 1 td",,Starters_1,CHI,2017,2025-08-15 18:58:30
LT,Charles Leno Jr.,26,3,16,,,Starters_1,CHI,2017,2025-08-15 18:58:30
LG,Josh Sitton,31,9,13,,,Starters_1,CHI,2017,2025-08-15 18:58:30
C,Cody Whitehair,25,1,16,,,Starters_1,CHI,2017,2025-08-15 18:58:30
RG,Kyle Long,29,4,9,,,Starters_1,CHI,2017,2025-08-15 18:58:30
RT,Bobby Massie,28,5,15,2 fumbles recovered,,Starters_1,CHI,2017,2025-08-15 18:58:30
LDE,Akiem Hicks,28,5,16,"8.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
NT,Eddie Goldman,23,2,15,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
RDE,Mitch Unrein,30,6,8,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
LOLB,Sam Acho,29,6,12,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
LILB,Christian Jones,26,3,11,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
RILB,Danny Trevathan,27,5,12,"2.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
ROLB,Leonard Floyd,25,1,10,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
LCB,Prince Amukamara,28,6,12,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
RCB,Kyle Fuller,25,3,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
SS,Adrian Amos,24,2,10,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
FS,Eddie Jackson,24,Rook,16,"0.0 sacks, 2 interceptions, 3 fumbles recovered",,Starters_1,CHI,2017,2025-08-15 18:58:30
