Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Mitchell Trubisky*,24,1,14,"289 for 434, 3,223 yards, 24 td, 12 int, & 68 rushes for 421 yards and 3 td",,Starters_1,CHI,2018,2025-08-15 18:58:36
RB,Tarik Cohen*+,23,1,7,"99 rushes for 444 yards, 3 td, & 71 catches for 725 yards and 5 td",,Starters_1,CHI,2018,2025-08-15 18:58:36
RB,Jordan Howard,24,2,15,"250 rushes for 935 yards, 9 td, & 20 catches for 145 yards and 0 td",,Starters_1,CHI,2018,2025-08-15 18:58:36
WR,Taylor Gabriel,27,4,11,"67 catches for 688 yards, 2 td, & 9 rushes for 61 yards and 0 td",,Starters_1,CHI,2018,2025-08-15 18:58:36
WR,Allen Robinson,25,4,12,"55 catches for 754 yards, 4 td, & 1 rush for 9 yards and 0 td",,Starters_1,CHI,2018,2025-08-15 18:58:36
TE,Trey Burton,27,4,16,"54 catches for 569 yards, 6 td, & 1 rush for 2 yards and 0 td",,Starters_1,CHI,2018,2025-08-15 18:58:36
LT,Charles Leno Jr.*,27,4,16,,,Starters_1,CHI,2018,2025-08-15 18:58:36
LG,James Daniels,21,Rook,10,1 fumble recovered,,Starters_1,CHI,2018,2025-08-15 18:58:36
C,Cody Whitehair*,26,2,16,1 fumble recovered,,Starters_1,CHI,2018,2025-08-15 18:58:36
RG,Kyle Long,30,5,8,,,Starters_1,CHI,2018,2025-08-15 18:58:36
RT,Bobby Massie,29,6,16,,,Starters_1,CHI,2018,2025-08-15 18:58:36
LDE,Akiem Hicks*,29,6,16,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
NT,Eddie Goldman,24,3,16,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
LOLB,Khalil Mack*+,27,4,13,"12.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
LILB,Danny Trevathan,28,6,16,"2.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
RILB,Roquan Smith,21,Rook,14,"5.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
ROLB,Leonard Floyd,26,2,16,"4.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
LCB,Kyle Fuller*+,26,4,16,"0.0 sacks, 7 interceptions, 0 fumbles recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
RCB,Prince Amukamara,29,7,15,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
SS,Eddie Jackson*+,25,1,14,"1.0 sacks, 6 interceptions, 1 fumble recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
FS,Adrian Amos,25,3,16,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,CHI,2018,2025-08-15 18:58:36
DB,Bryce Callahan,27,3,10,,,Starters_1,CHI,2018,2025-08-15 18:58:36
