Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
DET,2001,QB,Charlie Batch,27,3,9,"198 for 341, 2,392 yards, 12 td, 12 int, & 12 rushes for 45 yards and 0 td",,Starters_1
DET,2001,RB,James Stewart,30,6,10,"143 rushes for 685 yards, 1 td, & 23 catches for 242 yards and 1 td",,Starters_1
DET,2001,FB,Cory Schlesinger,29,6,13,"47 rushes for 154 yards, 3 td, & 60 catches for 466 yards and 0 td",,Starters_1
DET,2001,WR,Larry Foster,25,1,5,"22 catches for 283 yards, 0 td, & 2 rushes for 6 yards and 0 td",,Starters_1
DET,2001,WR,Johnnie Morton,30,7,16,"77 catches for 1,154 yards, 4 td, & 1 rush for 6 yards and 0 td",,Starters_1
DET,2001,TE,David Sloan,29,6,15,"37 catches for 409 yards, 7 td",,Starters_1
DET,2001,LT,Jeff Backus,24,Rook,16,,,Starters_1
DET,2001,LG,Tony Semple,31,6,12,,,Starters_1
DET,2001,C,Eric Beverly,27,3,16,,,Starters_1
DET,2001,RG,Brenden Stai,29,6,16,,,Starters_1
DET,2001,RT,Matt Joyce,29,6,12,2 fumbles recovered,,Starters_1
DET,2001,LDE,Robert Porcher*,32,9,16,"11.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DET,2001,LDT,Shaun Rogers,22,Rook,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DET,2001,RDT,Luther Elliss,28,6,13,,,Starters_1
DET,2001,RDE,Tracy Scroggins,32,9,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DET,2001,LLB,Allen Aldridge,29,7,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DET,2001,MLB,Chris Claiborne,23,2,16,"4.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
DET,2001,RLB,Barrett Green,24,1,10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DET,2001,LCB,Todd Lyght,32,10,16,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
DET,2001,RCB,Terry Fair,25,3,12,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
DET,2001,SS,Lamar Campbell,25,3,12,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DET,2001,FS,Kurt Schulz,33,9,10,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
