Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Matthew Stafford,30,9,16,"367 for 555, 3,777 yards, 21 td, 11 int, & 25 rushes for 71 yards and 0 td",,Starters_1,DET,2018,2025-08-15 19:10:52
RB,LeGarrette Blount,32,8,8,"154 rushes for 418 yards, 5 td, & 10 catches for 67 yards and 0 td",,Starters_1,DET,2018,2025-08-15 19:10:52
FB,Nick Bellore,29,7,4,"1 rush for yards, 0 td, & 4 catches for 15 yards and 0 td",,Starters_1,DET,2018,2025-08-15 19:10:52
WR,Kenny Golladay,25,1,13,"70 catches for 1,063 yards, 5 td, & 1 rush for 8 yards and 0 td",,Starters_1,DET,2018,2025-08-15 19:10:52
WR,Marvin Jones,28,6,9,"35 catches for 508 yards, 5 td",,Starters_1,DET,2018,2025-08-15 19:10:52
TE,Levine Toilolo,27,5,10,"21 catches for 263 yards, 1 td",,Starters_1,DET,2018,2025-08-15 19:10:52
LT,Taylor Decker,25,2,16,,,Starters_1,DET,2018,2025-08-15 19:10:52
LG,Frank Ragnow,22,Rook,16,,,Starters_1,DET,2018,2025-08-15 19:10:52
C,Graham Glasgow,26,2,16,,,Starters_1,DET,2018,2025-08-15 19:10:52
RG,Kenny Wiggins,30,4,10,,,Starters_1,DET,2018,2025-08-15 19:10:52
RT,Ricky Wagner,29,5,15,,,Starters_1,DET,2018,2025-08-15 19:10:52
LDE,Romeo Okwara,23,2,14,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
LDT,Ricky Jean-Francois,32,9,11,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
RDT,Damon Harrison,30,6,9,"3.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
RDE,Da'Shawn Hand,23,Rook,8,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
LLB,Devon Kennard,27,4,15,"7.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
MLB,Jarrad Davis,24,1,16,"6.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
RLB,Christian Jones,27,4,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
LCB,Darius Slay*,27,5,15,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
RCB,Nevin Lawson,27,4,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
SS,Quandre Diggs,25,3,16,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
FS,Glover Quin,32,9,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DET,2018,2025-08-15 19:10:52
