Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Kyle Allen,23,1,12,"303 for 489, 3,322 yards, 17 td, 16 int, & 32 rushes for 106 yards and 2 td",,Starters_1,CAR,2019,2025-08-15 18:56:43
RB,Christian McCaffrey*+,23,2,16,"287 rushes for 1,387 yards, 15 td, & 116 catches for 1,005 yards and 4 td",,Starters_1,CAR,2019,2025-08-15 18:56:43
WR,D.J. Moore,22,1,15,"87 catches for 1,175 yards, 4 td, & 6 rushes for 40 yards and 0 td",,Starters_1,CAR,2019,2025-08-15 18:56:43
WR,Curtis Samuel,23,2,15,"54 catches for 627 yards, 6 td, & 19 rushes for 130 yards and 1 td",,Starters_1,CAR,2019,2025-08-15 18:56:43
WR,Jarius Wright,30,7,9,"28 catches for 296 yards, 0 td, & 1 rush for -7 yards and 0 td",,Starters_1,CAR,2019,2025-08-15 18:56:43
TE,Greg Olsen,34,12,14,"52 catches for 597 yards, 2 td",,Starters_1,CAR,2019,2025-08-15 18:56:43
LT,Dennis Daley,23,Rook,9,,,Starters_1,CAR,2019,2025-08-15 18:56:43
LG,Greg Van Roten,29,7,11,2 fumbles recovered,,Starters_1,CAR,2019,2025-08-15 18:56:43
C,Matt Paradis,30,4,16,,,Starters_1,CAR,2019,2025-08-15 18:56:43
RG,Trai Turner*,26,5,13,,,Starters_1,CAR,2019,2025-08-15 18:56:43
RT,Taylor Moton,25,2,16,,,Starters_1,CAR,2019,2025-08-15 18:56:43
LDE,Gerald McCoy,31,9,16,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
NT,Dontari Poe,29,7,10,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
RDE,Vernon Butler,25,3,9,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
LOLB,Mario Addison,32,8,15,"9.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
LILB,Shaq Thompson,25,4,14,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
RILB,Luke Kuechly*,28,7,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
ROLB,Bruce Irvin,32,7,12,"8.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
LCB,Donte Jackson,24,1,10,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
RCB,James Bradberry,26,3,15,"1.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
SS,Eric Reid,28,6,16,"4.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
FS,Tre Boston,27,5,16,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,CAR,2019,2025-08-15 18:56:43
