Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Cam Newton*,24,2,16,"292 for 473, 3,379 yards, 24 td, 13 int, & 111 rushes for 585 yards and 6 td",,Starters_1,CAR,2013,2025-08-15 18:55:55
RB,Mike Tolbert*+,28,5,13,"101 rushes for 361 yards, 5 td, & 27 catches for 184 yards and 2 td",,Starters_1,CAR,2013,2025-08-15 18:55:55
RB,DeAngelo Williams,30,7,15,"201 rushes for 843 yards, 3 td, & 26 catches for 333 yards and 1 td",,Starters_1,CAR,2013,2025-08-15 18:55:55
WR,Brandon LaFell,27,3,16,"49 catches for 627 yards, 5 td, & 2 rushes for 15 yards and 0 td",,Starters_1,CAR,2013,2025-08-15 18:55:55
WR,Steve Smith Sr.,34,12,15,"64 catches for 745 yards, 4 td",,Starters_1,CAR,2013,2025-08-15 18:55:55
TE,Greg Olsen,28,6,16,"73 catches for 816 yards, 6 td",,Starters_1,CAR,2013,2025-08-15 18:55:55
LT,Jordan Gross*,33,10,16,,,Starters_1,CAR,2013,2025-08-15 18:55:55
LG,Travelle Wharton,32,9,12,,,Starters_1,CAR,2013,2025-08-15 18:55:55
C,Ryan Kalil*+,28,6,16,,,Starters_1,CAR,2013,2025-08-15 18:55:55
RG,Nate Chandler,24,1,8,,,Starters_1,CAR,2013,2025-08-15 18:55:55
RT,Byron Bell,24,2,14,,,Starters_1,CAR,2013,2025-08-15 18:55:55
LDE,Charles Johnson,27,6,14,"11.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
LDT,Colin Cole,33,9,13,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
RDT,Star Lotulelei,24,Rook,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
RDE,Greg Hardy*,25,3,13,"15.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
LLB,Thomas Davis,30,8,16,"4.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
MLB,Luke Kuechly*+,22,1,16,"2.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
RLB,Chase Blackburn,30,8,7,,,Starters_1,CAR,2013,2025-08-15 18:55:55
LCB,Captain Munnerlyn,25,4,16,"3.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
RCB,Melvin White,23,Rook,10,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
SS,Quintin Mikell,33,10,12,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
FS,Mike Mitchell,26,4,14,"4.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,CAR,2013,2025-08-15 18:55:55
