Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Cam Newton*+,26,4,16,"296 for 495, 3,837 yards, 35 td, 10 int, & 132 rushes for 636 yards and 10 td",,Starters_1,CAR,2015,2025-08-15 18:56:11
RB,Jonathan Stewart*,28,7,13,"242 rushes for 989 yards, 6 td, & 16 catches for 99 yards and 1 td",,Starters_1,CAR,2015,2025-08-15 18:56:11
WR,Corey Brown,24,1,11,"31 catches for 447 yards, 4 td, & 6 rushes for 38 yards and 0 td",,Starters_1,CAR,2015,2025-08-15 18:56:11
WR,Ted Ginn Jr.,30,8,13,"44 catches for 739 yards, 10 td, & 4 rushes for 60 yards and 0 td",,Starters_1,CAR,2015,2025-08-15 18:56:11
TE,Ed Dickson,28,5,11,"17 catches for 121 yards, 2 td",,Starters_1,CAR,2015,2025-08-15 18:56:11
TE,Greg Olsen*,30,8,16,"77 catches for 1,104 yards, 7 td",,Starters_1,CAR,2015,2025-08-15 18:56:11
LT,Michael Oher,29,6,16,,,Starters_1,CAR,2015,2025-08-15 18:56:11
LG,Andrew Norwell,24,1,13,,,Starters_1,CAR,2015,2025-08-15 18:56:11
C,Ryan Kalil*+,30,8,15,,,Starters_1,CAR,2015,2025-08-15 18:56:11
RG,Trai Turner*,22,1,16,,,Starters_1,CAR,2015,2025-08-15 18:56:11
RT,Mike Remmers,26,2,16,,,Starters_1,CAR,2015,2025-08-15 18:56:11
LDE,Charles Johnson,29,8,9,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
LDT,Star Lotulelei,26,2,14,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
RDT,Kawann Short*,26,2,16,"11.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
RDE,Jared Allen,33,11,12,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
LLB,Shaq Thompson,21,Rook,10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
MLB,Luke Kuechly*+,24,3,13,"1.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
RLB,Thomas Davis*+,32,10,16,"5.5 sacks, 4 interceptions, 1 fumble recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
LCB,Charles Tillman,34,12,12,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
RCB,Josh Norman*+,28,3,16,"0.0 sacks, 4 interceptions, 2 fumbles recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
SS,Roman Harper,33,9,16,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
FS,Kurt Coleman*,27,5,15,"1.0 sacks, 7 interceptions, 0 fumbles recovered",,Starters_1,CAR,2015,2025-08-15 18:56:11
