Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Mac Jones,24,1,14,"288 for 442, 2,997 yards, 14 td, 11 int, & 47 rushes for 102 yards and 1 td",,Starters_1,NWE,2022,2025-08-15 19:25:37
RB,Damien Harris,25,3,9,"106 rushes for 462 yards, 3 td, & 17 catches for 97 yards and 0 td",,Starters_1,NWE,2022,2025-08-15 19:25:37
WR,Jakobi Meyers,26,3,13,"67 catches for 804 yards, 6 td, & 2 rushes for -11 yards and 0 td",,Starters_1,NWE,2022,2025-08-15 19:25:37
WR,DeVante Parker,29,7,11,"31 catches for 539 yards, 3 td",,Starters_1,NWE,2022,2025-08-15 19:25:37
TE,Hunter Henry,28,6,14,"41 catches for 509 yards, 2 td",,Starters_1,NWE,2022,2025-08-15 19:25:37
LT,Trent Brown,29,7,16,,,Starters_1,NWE,2022,2025-08-15 19:25:37
LG,Cole Strange,24,Rook,17,1 fumble recovered,,Starters_1,NWE,2022,2025-08-15 19:25:37
C,David Andrews,30,7,14,1 fumble recovered,,Starters_1,NWE,2022,2025-08-15 19:25:37
RG,Michael Onwenu,25,2,17,,,Starters_1,NWE,2022,2025-08-15 19:25:37
RT,Isaiah Wynn,27,3,7,,,Starters_1,NWE,2022,2025-08-15 19:25:37
LDE,Lawrence Guy,32,10,14,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
NT,Davon Godchaux,28,5,17,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
RDE,Deatrich Wise Jr.,28,5,16,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
LOLB,Matt Judon*,30,6,15,"15.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
LILB,Ja'Whaun Bentley,26,4,17,"3.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
RILB,Jahlani Tavai,26,3,12,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
ROLB,Adrian Phillips,30,8,8,,,Starters_1,NWE,2022,2025-08-15 19:25:37
LCB,Jonathan Jones,29,6,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
RCB,Jalen Mills,28,6,10,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
SS,Kyle Dugger,26,2,15,"1.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
FS,Devin McCourty,35,12,17,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1,NWE,2022,2025-08-15 19:25:37
