Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
NWE,1984,QB,Tony Eason,25,1,13,"259 for 431, 3,228 yards, 23 td, 8 int, & 40 rushes for 154 yards and 5 td",,Starters_1
NWE,1984,RB,Craig James,23,1,7,"160 rushes for 790 yards, 1 td, & 22 catches for 159 yards and 0 td",,Starters_1
NWE,1984,WR,Stanley Morgan,29,7,12,"38 catches for 709 yards, 5 td",,Starters_1
NWE,1984,WR,Stephen Starring,23,1,16,"46 catches for 657 yards, 4 td, & 2 rushes for -16 yards and 0 td",,Starters_1
NWE,1984,TE,Lin Dawson,25,3,15,"39 catches for 427 yards, 4 td",,Starters_1
NWE,1984,TE,Derrick Ramsey,28,6,13,"66 catches for 792 yards, 7 td",,Starters_1
NWE,1984,LT,Brian Holloway*,25,3,16,,,Starters_1
NWE,1984,LG,John Hannah*,33,11,15,,,Starters_1
NWE,1984,C,Pete Brock,30,8,12,,,Starters_1
NWE,1984,RG,Ron Wooten,25,2,16,,,Starters_1
NWE,1984,RT,Darryl Haley,23,2,16,,,Starters_1
NWE,1984,LDE,Kenneth Sims,25,2,16,"3.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NWE,1984,NT,Dennis Owens,24,2,16,"6.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NWE,1984,RDE,Toby Williams,25,1,15,"6.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NWE,1984,LOLB,Andre Tippett*,25,2,16,"18.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NWE,1984,LILB,Steve Nelson*,33,10,16,"4.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
NWE,1984,RILB,Larry McGrew,27,4,15,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NWE,1984,ROLB,Don Blackmon,26,3,16,"5.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
NWE,1984,LCB,Ernest Gibson,23,Rook,8,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
NWE,1984,RCB,Raymond Clayborn,29,7,16,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
NWE,1984,SS,Roland James,26,4,15,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
NWE,1984,FS,Fred Marion,25,2,10,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
