Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Tom Brady*,35,12,16,"401 for 637, 4,827 yards, 34 td, 8 int, & 23 rushes for 32 yards and 4 td",,Starters_1,NWE,2012,2025-08-15 19:24:14
RB,Stevan Ridley,23,1,12,"290 rushes for 1,263 yards, 12 td, & 6 catches for 51 yards and 0 td",,Starters_1,NWE,2012,2025-08-15 19:24:14
WR,Brandon Lloyd,31,9,15,"74 catches for 911 yards, 4 td",,Starters_1,NWE,2012,2025-08-15 19:24:14
WR,Wes Welker*,31,8,12,"118 catches for 1,354 yards, 6 td, & 2 rushes for 20 yards and 0 td",,Starters_1,NWE,2012,2025-08-15 19:24:14
TE,Rob Gronkowski*,23,2,11,"55 catches for 790 yards, 11 td",,Starters_1,NWE,2012,2025-08-15 19:24:14
TE,Aaron Hernandez,23,2,10,"51 catches for 483 yards, 5 td, & 1 rush for 5 yards and 0 td",,Starters_1,NWE,2012,2025-08-15 19:24:14
LT,Nate Solder,24,1,16,1 fumble recovered,,Starters_1,NWE,2012,2025-08-15 19:24:14
LG,Logan Mankins*,30,7,10,,,Starters_1,NWE,2012,2025-08-15 19:24:14
C,Ryan Wendell,26,3,16,,,Starters_1,NWE,2012,2025-08-15 19:24:14
RG,Dan Connolly,30,7,14,,,Starters_1,NWE,2012,2025-08-15 19:24:14
RT,Sebastian Vollmer,28,3,15,,,Starters_1,NWE,2012,2025-08-15 19:24:14
LDE,Rob Ninkovich,28,6,16,"8.0 sacks, 0 interceptions, 4 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
LDT,Vince Wilfork*+,31,8,16,"3.0 sacks, 0 interceptions, 4 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
RDT,Kyle Love,26,2,11,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
RDE,Chandler Jones,22,Rook,13,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
LLB,Jerod Mayo*,26,4,16,"3.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
MLB,Brandon Spikes,25,2,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
RLB,Dont'a Hightower,22,Rook,13,"4.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
LCB,Devin McCourty,25,2,16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
RCB,Kyle Arrington,26,3,12,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
SS,Steve Gregory,29,6,12,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
FS,Patrick Chung,25,3,8,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,NWE,2012,2025-08-15 19:24:14
