Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
NWE,1987,QB,Steve Grogan,34,12,6,"93 for 161, 1,183 yards, 10 td, 9 int, & 20 rushes for 37 yards and 2 td",,Starters_1
NWE,1987,RB,Tony Collins,28,6,11,"147 rushes for 474 yards, 3 td, & 44 catches for 347 yards and 3 td",,Starters_1
NWE,1987,FB,Mosi Tatupu,32,9,9,"79 rushes for 248 yards, 0 td, & 15 catches for 136 yards and 0 td",,Starters_1
NWE,1987,WR,Irving Fryar,25,3,12,"31 catches for 467 yards, 5 td, & 9 rushes for 52 yards and 0 td",,Starters_1
NWE,1987,WR,Stanley Morgan*,32,10,9,"40 catches for 672 yards, 3 td",,Starters_1
NWE,1987,TE,Lin Dawson,28,6,11,"12 catches for 81 yards, 0 td",,Starters_1
NWE,1987,LT,Danny Villa,23,Rook,7,,,Starters_1
NWE,1987,LG,Sean Farrell,27,5,14,,,Starters_1
NWE,1987,C,Guy Morriss,36,14,7,,,Starters_1
NWE,1987,RG,Ron Wooten,28,5,13,,,Starters_1
NWE,1987,RT,Bruce Armstrong,22,Rook,12,,,Starters_1
NWE,1987,LDE,Kenneth Sims,28,5,8,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NWE,1987,NT,Toby Williams,28,4,12,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NWE,1987,RDE,Garin Veris,24,2,12,"7.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
NWE,1987,LOLB,Andre Tippett*+,28,5,13,"12.5 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
NWE,1987,LILB,Steve Nelson,36,13,11,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NWE,1987,RILB,Larry McGrew,30,7,12,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NWE,1987,ROLB,Ed Williams,26,3,7,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
NWE,1987,LCB,Ronnie Lippett,27,4,12,"1.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
NWE,1987,RCB,Raymond Clayborn,32,10,10,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
NWE,1987,SS,Jim Bowman,24,2,8,"0.5 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
NWE,1987,FS,Fred Marion,28,5,12,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
