Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Drake Maye*,22,Rook,12,"225 for 338, 2,276 yards, 15 td, 10 int, & 54 rushes for 421 yards and 2 td",,Starters_1,NWE,2024,2025-08-15 19:25:55
RB,Rhamondre Stevenson,26,3,14,"207 rushes for 801 yards, 7 td, & 33 catches for 168 yards and 1 td",,Starters_1,NWE,2024,2025-08-15 19:25:55
WR,Kendrick Bourne,29,7,9,"28 catches for 305 yards, 1 td, & 1 rush for 6 yards and 0 td",,Starters_1,NWE,2024,2025-08-15 19:25:55
WR,Kayshon Boutte,22,1,13,"43 catches for 589 yards, 3 td",,Starters_1,NWE,2024,2025-08-15 19:25:55
TE,Hunter Henry,30,8,16,"66 catches for 674 yards, 2 td",,Starters_1,NWE,2024,2025-08-15 19:25:55
TE,Austin Hooper,30,8,8,"45 catches for 476 yards, 3 td",,Starters_1,NWE,2024,2025-08-15 19:25:55
LT,Vederian Lowe,25,2,13,,,Starters_1,NWE,2024,2025-08-15 19:25:55
LG,Michael Jordan,26,5,11,,,Starters_1,NWE,2024,2025-08-15 19:25:55
C,Ben Brown,26,1,10,,,Starters_1,NWE,2024,2025-08-15 19:25:55
RG,Michael Onwenu,27,4,17,1 fumble recovered,,Starters_1,NWE,2024,2025-08-15 19:25:55
RT,Demontrey Jacobs,26,1,13,,,Starters_1,NWE,2024,2025-08-15 19:25:55
LDE,Keion White,25,1,13,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
NT,Davon Godchaux,30,7,17,,,Starters_1,NWE,2024,2025-08-15 19:25:55
RDE,Daniel Ekuale,30,5,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
LILB,Christian Elliss,25,3,5,"1.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
RILB,Jahlani Tavai,28,5,16,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
ROLB,Anfernee Jennings,27,4,16,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
LCB,Jonathan Jones,31,8,14,,,Starters_1,NWE,2024,2025-08-15 19:25:55
RCB,Christian Gonzalez,22,1,16,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
SS,Marte Mapu,25,1,9,"0.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
FS,Kyle Dugger,28,4,13,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NWE,2024,2025-08-15 19:25:55
DB,Marcus Jones,26,2,9,,,Starters_1,NWE,2024,2025-08-15 19:25:55
