Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Daniel Jones,27,5,10,"216 for 341, 2,070 yards, 8 td, 7 int, & 67 rushes for 265 yards and 2 td",,Starters_1,NYG,2024,2025-08-15 19:29:57
RB,Tyrone Tracy Jr.,25,Rook,12,"192 rushes for 839 yards, 5 td, & 38 catches for 284 yards and 1 td",,Starters_1,NYG,2024,2025-08-15 19:29:57
WR,Malik Nabers*,21,Rook,13,"109 catches for 1,204 yards, 7 td, & 5 rushes for 2 yards and 0 td",,Starters_1,NYG,2024,2025-08-15 19:29:57
WR,Darius Slayton,27,5,13,"39 catches for 573 yards, 2 td, & 2 rushes for 17 yards and 0 td",,Starters_1,NYG,2024,2025-08-15 19:29:57
TE,Theo Johnson,23,Rook,11,"29 catches for 331 yards, 1 td",,Starters_1,NYG,2024,2025-08-15 19:29:57
TE,Chris Manhertz,32,8,11,"3 catches for 30 yards, 1 td",,Starters_1,NYG,2024,2025-08-15 19:29:57
LT,Andrew Thomas,25,4,6,1 fumble recovered,,Starters_1,NYG,2024,2025-08-15 19:29:57
LG,Jon Runyan Jr.,27,4,13,,,Starters_1,NYG,2024,2025-08-15 19:29:57
C,John Michael Schmitz,25,1,15,,,Starters_1,NYG,2024,2025-08-15 19:29:57
RG,Greg Van Roten,34,12,17,1 fumble recovered,,Starters_1,NYG,2024,2025-08-15 19:29:57
RT,Jermaine Eluemunor,30,7,15,1 fumble recovered,,Starters_1,NYG,2024,2025-08-15 19:29:57
LDE,Rakeem Nunez-Roches,31,9,15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
LDT,Dexter Lawrence*,27,5,12,"9.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
LOLB,Brian Burns,26,5,17,"8.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
LILB,Bobby Okereke,28,5,12,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
RILB,Micah McFadden,24,2,14,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
ROLB,Kayvon Thibodeaux,24,2,12,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
LCB,Cordale Flott,23,2,10,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
RCB,Deonte Banks,23,1,14,,,Starters_1,NYG,2024,2025-08-15 19:29:57
SS,Jason Pinnock,25,3,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
FS,Tyler Nubin,23,Rook,13,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NYG,2024,2025-08-15 19:29:57
DB,Andru Phillips,23,Rook,6,,,Starters_1,NYG,2024,2025-08-15 19:29:57
