Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
NYG,1983,QB,Scott Brunner,26,3,12,"190 for 386, 2,516 yards, 9 td, 22 int, & 26 rushes for 64 yards and 0 td",,Starters_1
NYG,1983,RB,Butch Woolfolk,23,1,16,"246 rushes for 857 yards, 4 td, & 28 catches for 368 yards and 0 td",,Starters_1
NYG,1983,FB,Rob Carpenter,28,6,10,"170 rushes for 624 yards, 4 td, & 26 catches for 258 yards and 2 td",,Starters_1
NYG,1983,WR,Earnest Gray,26,4,16,"78 catches for 1,139 yards, 5 td",,Starters_1
NYG,1983,WR,John Mistler,25,2,8,"45 catches for 422 yards, 0 td",,Starters_1
NYG,1983,TE,Zeke Mowatt,22,Rook,14,"21 catches for 280 yards, 1 td",,Starters_1
NYG,1983,LT,Brad Benson,28,5,16,,,Starters_1
NYG,1983,LG,Billy Ard,24,2,16,,,Starters_1
NYG,1983,C,Rich Umphrey,25,1,10,1 fumble recovered,,Starters_1
NYG,1983,RG,J.T. Turner,30,6,16,,,Starters_1
NYG,1983,RT,Gordon King,27,5,14,,,Starters_1
NYG,1983,LDE,Curtis McGriff,25,3,8,,,Starters_1
NYG,1983,NT,Jerome Sally,24,1,10,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NYG,1983,RDE,Dee Hardison,27,5,14,"2.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NYG,1983,LOLB,Brad Van Pelt,32,10,16,"3.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
NYG,1983,LILB,Brian Kelley,32,10,16,"1.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1
NYG,1983,RILB,Harry Carson*,30,7,10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NYG,1983,ROLB,Lawrence Taylor*+,24,2,16,"9.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
NYG,1983,LCB,Mark Haynes*,25,3,15,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1
NYG,1983,RCB,Terry Jackson,28,5,12,"0.0 sacks, 6 interceptions, 1 fumble recovered",,Starters_1
NYG,1983,SS,Bill Currier,28,6,15,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
NYG,1983,FS,Terry Kinard,24,Rook,10,"1.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
