Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Daniel Jones,24,2,11,"232 for 361, 2,428 yards, 10 td, 7 int, & 62 rushes for 298 yards and 2 td",,Starters_1,NYG,2021,2025-08-15 19:29:33
RB,Saquon Barkley,24,3,13,"162 rushes for 593 yards, 2 td, & 41 catches for 263 yards and 2 td",,Starters_1,NYG,2021,2025-08-15 19:29:33
WR,Kenny Golladay,28,4,14,"37 catches for 521 yards, 0 td",,Starters_1,NYG,2021,2025-08-15 19:29:33
WR,Sterling Shepard,28,5,6,"36 catches for 366 yards, 1 td, & 1 rush for -9 yards and 0 td",,Starters_1,NYG,2021,2025-08-15 19:29:33
TE,Evan Engram,27,4,12,"46 catches for 408 yards, 3 td, & 1 rush for -3 yards and 0 td",,Starters_1,NYG,2021,2025-08-15 19:29:33
TE,Kyle Rudolph,32,10,13,"26 catches for 257 yards, 1 td",,Starters_1,NYG,2021,2025-08-15 19:29:33
LT,Andrew Thomas,22,1,13,,,Starters_1,NYG,2021,2025-08-15 19:29:33
LG,Matt Skura,28,4,14,1 fumble recovered,,Starters_1,NYG,2021,2025-08-15 19:29:33
C,Billy Price,27,3,15,1 fumble recovered,,Starters_1,NYG,2021,2025-08-15 19:29:33
RG,Will Hernandez,26,3,17,1 fumble recovered,,Starters_1,NYG,2021,2025-08-15 19:29:33
RT,Nate Solder,33,10,16,,,Starters_1,NYG,2021,2025-08-15 19:29:33
LDE,Dexter Lawrence,24,2,10,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
NT,Leonard Williams,27,6,17,"6.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
RDE,Austin Johnson,27,5,17,"3.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
LOLB,Reggie Ragland,28,4,9,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
LILB,Lorenzo Carter,26,3,14,"5.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
RILB,Tae Crowder,24,1,17,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
ROLB,Azeez Ojulari,21,Rook,13,"8.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
LCB,James Bradberry,28,5,16,"0.0 sacks, 4 interceptions, 2 fumbles recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
RCB,Adoree' Jackson,26,4,12,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
SS,Logan Ryan,30,8,15,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
FS,Xavier McKinney,23,1,16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1,NYG,2021,2025-08-15 19:29:33
