Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Sam Darnold,21,Rook,13,"239 for 414, 2,865 yards, 17 td, 15 int, & 44 rushes for 138 yards and 1 td",,Starters_1,NYJ,2018,2025-08-15 19:31:15
RB,Bilal Powell,30,7,7,"80 rushes for 343 yards, 0 td, & 11 catches for 110 yards and 1 td",,Starters_1,NYJ,2018,2025-08-15 19:31:15
WR,Robbie Chosen,25,2,9,"50 catches for 752 yards, 6 td, & 2 rushes for -8 yards and 0 td",,Starters_1,NYJ,2018,2025-08-15 19:31:15
WR,Quincy Enunwa,26,4,10,"38 catches for 449 yards, 1 td, & 1 rush for yards and 0 td",,Starters_1,NYJ,2018,2025-08-15 19:31:15
TE,Chris Herndon,22,Rook,12,"39 catches for 502 yards, 4 td",,Starters_1,NYJ,2018,2025-08-15 19:31:15
TE,Eric Tomlinson,26,2,12,"8 catches for 72 yards, 0 td",,Starters_1,NYJ,2018,2025-08-15 19:31:15
LT,Kelvin Beachum,29,6,16,,,Starters_1,NYJ,2018,2025-08-15 19:31:15
LG,James Carpenter,29,7,10,,,Starters_1,NYJ,2018,2025-08-15 19:31:15
C,Spencer Long,28,4,13,,,Starters_1,NYJ,2018,2025-08-15 19:31:15
RG,Brian Winters,27,5,16,,,Starters_1,NYJ,2018,2025-08-15 19:31:15
RT,Brandon Shell,26,2,14,,,Starters_1,NYJ,2018,2025-08-15 19:31:15
LDE,Leonard Williams,24,3,16,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
NT,Steve McLendon,32,8,14,,,Starters_1,NYJ,2018,2025-08-15 19:31:15
RDE,Mike Pennel,27,4,7,,,Starters_1,NYJ,2018,2025-08-15 19:31:15
LOLB,Brandon Copeland,27,3,10,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
LILB,Darron Lee,24,2,12,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
RILB,Avery Williamson,26,4,16,"3.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
ROLB,Jordan Jenkins,24,2,11,"7.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
LCB,Trumaine Johnson,28,6,10,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
RCB,Morris Claiborne,28,6,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
SS,Jamal Adams*,23,1,16,"3.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
FS,Marcus Maye,25,1,6,"0.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NYJ,2018,2025-08-15 19:31:15
