Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
NYJ,1994,QB,Boomer Esiason,33,10,14,"255 for 440, 2,782 yards, 17 td, 13 int, & 28 rushes for 59 yards and 0 td",,Starters_1
NYJ,1994,RB,Johnny Johnson,26,4,14,"240 rushes for 931 yards, 3 td, & 42 catches for 303 yards and 2 td",,Starters_1
NYJ,1994,FB,Brad Baxter,27,5,9,"60 rushes for 170 yards, 4 td, & 10 catches for 40 yards and 0 td",,Starters_1
NYJ,1994,WR,Art Monk,37,14,15,"46 catches for 581 yards, 3 td",,Starters_1
NYJ,1994,WR,Rob Moore*,26,4,16,"78 catches for 1,010 yards, 6 td, & 1 rush for -3 yards and 0 td",,Starters_1
NYJ,1994,TE,Johnny Mitchell,23,2,14,"58 catches for 749 yards, 4 td",,Starters_1
NYJ,1994,LT,Jeff Criswell,30,7,15,1 fumble recovered,,Starters_1
NYJ,1994,LG,Roger Duffy,27,4,14,,,Starters_1
NYJ,1994,C,Jim Sweeney,32,10,16,1 fumble recovered,,Starters_1
NYJ,1994,RG,Dwayne White,27,4,16,1 fumble recovered,,Starters_1
NYJ,1994,RT,Siupeli Malamala,25,2,10,,,Starters_1
NYJ,1994,LDE,Marvin Washington,29,5,15,"3.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
NYJ,1994,LDT,Donald Evans,30,7,16,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NYJ,1994,RDT,Tony Casillas,31,8,11,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NYJ,1994,RDE,Jeff Lageman,27,5,16,"6.5 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
NYJ,1994,LLB,Bobby Houston,27,4,16,"3.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NYJ,1994,MLB,Marvin Jones,22,1,11,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NYJ,1994,RLB,Mo Lewis,25,3,16,"6.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
NYJ,1994,LCB,Aaron Glenn,22,Rook,15,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NYJ,1994,RCB,James Hasty,29,6,16,"3.0 sacks, 5 interceptions, 2 fumbles recovered",,Starters_1
NYJ,1994,SS,Brian Washington,29,6,15,"0.0 sacks, 2 interceptions, 3 fumbles recovered",,Starters_1
NYJ,1994,FS,Ronnie Lott,35,13,15,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
