Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
NYJ,1996,QB,Frank Reich,35,11,7,"175 for 331, 2,205 yards, 15 td, 16 int, & 18 rushes for 31 yards and 0 td",,Starters_1
NYJ,1996,RB,Adrian Murrell,26,3,16,"301 rushes for 1,249 yards, 6 td, & 17 catches for 81 yards and 1 td",,Starters_1
NYJ,1996,FB,Richie Anderson,25,3,13,"47 rushes for 150 yards, 1 td, & 44 catches for 385 yards and 0 td",,Starters_1
NYJ,1996,WR,Wayne Chrebet,23,1,9,"84 catches for 909 yards, 3 td",,Starters_1
NYJ,1996,WR,Keyshawn Johnson,24,Rook,11,"63 catches for 844 yards, 8 td",,Starters_1
NYJ,1996,TE,Kyle Brady,24,1,16,"15 catches for 144 yards, 1 td",,Starters_1
NYJ,1996,LT,Jumbo Elliott,31,8,14,,,Starters_1
NYJ,1996,LG,Harry Galbreath,31,8,8,,,Starters_1
NYJ,1996,C,Roger Duffy,29,6,16,1 fumble recovered,,Starters_1
NYJ,1996,RG,Matt O'Dwyer,24,1,16,,,Starters_1
NYJ,1996,RT,David Williams,30,7,14,,,Starters_1
NYJ,1996,LDE,Bobby Hamilton,25,1,11,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NYJ,1996,LDT,Marvin Washington,31,7,14,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NYJ,1996,RDT,Matt Brock,30,7,16,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NYJ,1996,RDE,Hugh Douglas,25,1,10,"8.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
NYJ,1996,LLB,Bobby Houston,29,6,15,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
NYJ,1996,MLB,Marvin Jones,24,3,12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NYJ,1996,RLB,Mo Lewis,27,5,9,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NYJ,1996,LCB,Aaron Glenn,24,2,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
NYJ,1996,RCB,Ray Mickens,23,Rook,10,,,Starters_1
NYJ,1996,SS,Victor Green,27,3,16,"2.0 sacks, 2 interceptions, 3 fumbles recovered",,Starters_1
NYJ,1996,FS,Gary Jones,29,6,15,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
