Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Zach Wilson,22,Rook,13,"213 for 383, 2,334 yards, 9 td, 11 int, & 29 rushes for 185 yards and 4 td",,Starters_1,NYJ,2021,2025-08-15 19:31:36
RB,Michael Carter,22,Rook,11,"147 rushes for 639 yards, 4 td, & 36 catches for 325 yards and 0 td",,Starters_1,NYJ,2021,2025-08-15 19:31:36
WR,Keelan Cole,28,4,11,"28 catches for 449 yards, 1 td",,Starters_1,NYJ,2021,2025-08-15 19:31:36
WR,Corey Davis,26,4,9,"34 catches for 492 yards, 4 td",,Starters_1,NYJ,2021,2025-08-15 19:31:36
TE,Ryan Griffin,31,8,12,"27 catches for 261 yards, 2 td",,Starters_1,NYJ,2021,2025-08-15 19:31:36
TE,Trevon Wesco,26,2,7,"3 catches for 35 yards, 0 td",,Starters_1,NYJ,2021,2025-08-15 19:31:36
LT,George Fant,29,5,15,,,Starters_1,NYJ,2021,2025-08-15 19:31:36
LG,Alijah Vera-Tucker,22,Rook,16,,,Starters_1,NYJ,2021,2025-08-15 19:31:36
C,Connor McGovern,28,4,15,,,Starters_1,NYJ,2021,2025-08-15 19:31:36
RG,Greg Van Roten,31,9,10,,,Starters_1,NYJ,2021,2025-08-15 19:31:36
RT,Morgan Moses,30,7,16,,,Starters_1,NYJ,2021,2025-08-15 19:31:36
LDE,John Franklin-Myers,25,3,16,"6.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
LDT,Quinnen Williams,24,2,15,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
RDT,Folorunso Fatukasi,26,3,15,,,Starters_1,NYJ,2021,2025-08-15 19:31:36
RDE,Bryce Huff,23,1,7,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
LLB,C.J. Mosley,29,7,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
MLB,Quincy Williams,25,2,13,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
LCB,Bryce Hall,24,1,17,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
RCB,Brandin Echols,24,Rook,14,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
SS,Marcus Maye,28,4,6,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
FS,Elijah Riley,23,1,7,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2021,2025-08-15 19:31:36
DB,Michael Carter II,22,Rook,7,,,Starters_1,NYJ,2021,2025-08-15 19:31:36
