Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Josh McCown,38,15,13,"267 for 397, 2,926 yards, 18 td, 9 int, & 37 rushes for 124 yards and 5 td",,Starters_1,NYJ,2017,2025-08-15 19:31:06
RB,Bilal Powell,29,6,10,"178 rushes for 772 yards, 5 td, & 23 catches for 170 yards and 0 td",,Starters_1,NYJ,2017,2025-08-15 19:31:06
WR,Robbie Chosen,24,1,15,"63 catches for 941 yards, 7 td, & 3 rushes for 9 yards and 0 td",,Starters_1,NYJ,2017,2025-08-15 19:31:06
WR,Jermaine Kearse,27,5,14,"65 catches for 810 yards, 5 td",,Starters_1,NYJ,2017,2025-08-15 19:31:06
TE,Austin Seferian-Jenkins,25,3,10,"50 catches for 357 yards, 3 td",,Starters_1,NYJ,2017,2025-08-15 19:31:06
TE,Eric Tomlinson,25,1,12,"8 catches for 121 yards, 1 td",,Starters_1,NYJ,2017,2025-08-15 19:31:06
LT,Kelvin Beachum,28,5,16,,,Starters_1,NYJ,2017,2025-08-15 19:31:06
LG,James Carpenter,28,6,16,2 fumbles recovered,,Starters_1,NYJ,2017,2025-08-15 19:31:06
C,Wesley Johnson,26,2,15,,,Starters_1,NYJ,2017,2025-08-15 19:31:06
RG,Brian Winters,26,4,13,,,Starters_1,NYJ,2017,2025-08-15 19:31:06
RT,Brandon Shell,25,1,12,,,Starters_1,NYJ,2017,2025-08-15 19:31:06
LDE,Leonard Williams,23,2,16,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
NT,Steve McLendon,31,7,14,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
RDE,Muhammad Wilkerson,28,6,12,"3.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
LOLB,Josh Martin,26,4,9,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
LILB,Darron Lee,23,1,15,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
RILB,Demario Davis,28,5,16,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
ROLB,Jordan Jenkins,23,1,15,"3.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
LCB,Buster Skrine,28,6,15,"1.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
RCB,Morris Claiborne,27,5,15,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
SS,Jamal Adams,22,Rook,16,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
FS,Marcus Maye,24,Rook,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,NYJ,2017,2025-08-15 19:31:06
