Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
WAS,1987,QB,Jay Schroeder,26,2,10,"129 for 267, 1,878 yards, 12 td, 10 int, & 26 rushes for 120 yards and 3 td",,Starters_1
WAS,1987,RB,George Rogers,29,6,9,"163 rushes for 613 yards, 6 td, & 4 catches for 23 yards and 0 td",,Starters_1
WAS,1987,WR,Gary Clark*+,25,2,11,"56 catches for 1,066 yards, 7 td, & 1 rush for yards and 0 td",,Starters_1
WAS,1987,WR,Art Monk,30,7,9,"38 catches for 483 yards, 6 td, & 6 rushes for 63 yards and 0 td",,Starters_1
WAS,1987,TE,Clint Didier,28,5,6,"13 catches for 178 yards, 1 td",,Starters_1
WAS,1987,TE,Don Warren,31,8,12,"7 catches for 43 yards, 0 td",,Starters_1
WAS,1987,LT,Joe Jacoby,28,6,12,,,Starters_1
WAS,1987,LG,Raleigh McKenzie,24,2,12,,,Starters_1
WAS,1987,C,Russ Grimm,28,6,5,,,Starters_1
WAS,1987,RG,R.C. Thielemann,32,10,12,,,Starters_1
WAS,1987,RT,Mark May,28,6,10,1 fumble recovered,,Starters_1
WAS,1987,LDE,Charles Mann*,26,4,12,"9.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
WAS,1987,LDT,Dave Butz,37,14,12,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
WAS,1987,RDT,Darryl Grant,28,6,11,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
WAS,1987,RDE,Dexter Manley,28,6,10,"8.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
WAS,1987,LLB,Mel Kaufman,29,6,12,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
WAS,1987,MLB,Neal Olkewicz,30,8,6,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
WAS,1987,RLB,Monte Coleman,30,8,12,"4.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
WAS,1987,LCB,Darrell Green*,27,4,12,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
WAS,1987,RCB,Barry Wilburn+,24,2,12,"0.0 sacks, 9 interceptions, 0 fumbles recovered",,Starters_1
WAS,1987,SS,Alvin Walton,23,1,12,"3.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
WAS,1987,FS,Todd Bowles,24,1,12,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
