Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CIN,1996,QB,Jeff Blake,26,4,16,"308 for 549, 3,624 yards, 24 td, 14 int, & 72 rushes for 317 yards and 2 td",,Starters_1
CIN,1996,RB,Garrison Hearst,25,3,12,"225 rushes for 847 yards, 0 td, & 12 catches for 131 yards and 1 td",,Starters_1
CIN,1996,FB,Jeff Cothran,25,2,11,"15 rushes for 44 yards, 1 td, & 7 catches for 49 yards and 0 td",,Starters_1
CIN,1996,WR,Carl Pickens*,26,4,16,"100 catches for 1,180 yards, 12 td, & 2 rushes for 2 yards and 0 td",,Starters_1
CIN,1996,WR,Darnay Scott,24,2,16,"58 catches for 833 yards, 5 td, & 3 rushes for 4 yards and 0 td",,Starters_1
CIN,1996,TE,Tony McGee,25,3,16,"38 catches for 446 yards, 4 td",,Starters_1
CIN,1996,LT,Willie Anderson,21,Rook,10,,,Starters_1
CIN,1996,LG,Rich Braham,26,2,16,,,Starters_1
CIN,1996,C,Darrick Brilz,32,9,13,,,Starters_1
CIN,1996,RG,Ken Blackman,24,Rook,10,,,Starters_1
CIN,1996,RT,Joe Walter,33,11,15,1 fumble recovered,,Starters_1
CIN,1996,LDE,John Copeland,26,3,13,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CIN,1996,LDT,Dan Wilkinson,23,2,16,"6.5 sacks, 1 interception, 1 fumble recovered",,Starters_1
CIN,1996,RDT,Tim Johnson,31,9,13,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CIN,1996,RDE,Artie Smith,26,3,12,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CIN,1996,LLB,James Francis,28,6,15,"3.0 sacks, 3 interceptions, 3 fumbles recovered",,Starters_1
CIN,1996,MLB,Steve Tovar,26,3,13,"3.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
CIN,1996,RLB,Ricardo McDonald,27,4,15,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CIN,1996,LCB,Ashley Ambrose*+,26,4,16,"0.0 sacks, 8 interceptions, 0 fumbles recovered",,Starters_1
CIN,1996,RCB,Jimmy Spencer,27,4,14,"0.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1
CIN,1996,SS,Bracy Walker,26,2,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
CIN,1996,FS,Bo Orlando,30,6,16,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
