Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Aaron Rodgers*,32,10,16,"347 for 572, 3,821 yards, 31 td, 8 int, & 58 rushes for 344 yards and 1 td",,Starters_1,GNB,2015,2025-08-15 19:12:28
RB,Eddie Lacy,25,2,12,"187 rushes for 758 yards, 3 td, & 20 catches for 188 yards and 2 td",,Starters_1,GNB,2015,2025-08-15 19:12:28
WR,Davante Adams,23,1,12,"50 catches for 483 yards, 1 td",,Starters_1,GNB,2015,2025-08-15 19:12:28
WR,Randall Cobb,25,4,15,"79 catches for 829 yards, 6 td, & 13 rushes for 50 yards and 0 td",,Starters_1,GNB,2015,2025-08-15 19:12:28
WR,James Jones,31,8,15,"50 catches for 890 yards, 8 td",,Starters_1,GNB,2015,2025-08-15 19:12:28
TE,Richard Rodgers,23,1,12,"58 catches for 510 yards, 8 td, & 1 rush for 11 yards and 0 td",,Starters_1,GNB,2015,2025-08-15 19:12:28
LT,David Bakhtiari,24,2,14,,,Starters_1,GNB,2015,2025-08-15 19:12:28
LG,Josh Sitton*,29,7,16,,,Starters_1,GNB,2015,2025-08-15 19:12:28
C,Corey Linsley,24,1,13,1 fumble recovered,,Starters_1,GNB,2015,2025-08-15 19:12:28
RG,T.J. Lang,28,6,15,1 fumble recovered,,Starters_1,GNB,2015,2025-08-15 19:12:28
RT,Bryan Bulaga,26,5,12,,,Starters_1,GNB,2015,2025-08-15 19:12:28
NT,B.J. Raji,29,6,15,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
RDE,Mike Daniels,26,3,16,"4.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
LOLB,Julius Peppers*,35,13,16,"10.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
LILB,Nate Palmer,26,2,10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
RILB,Clay Matthews*,29,6,16,"6.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
ROLB,Mike Neal,28,5,15,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
LCB,Damarious Randall,23,Rook,9,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
RCB,Sam Shields,28,5,12,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
SS,Morgan Burnett,26,5,11,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
FS,Ha Ha Clinton-Dix,23,1,16,"3.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,GNB,2015,2025-08-15 19:12:28
DB,Casey Hayward,26,3,11,,,Starters_1,GNB,2015,2025-08-15 19:12:28
