Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
GNB,1996,QB,Brett Favre*+,27,5,16,"325 for 543, 3,899 yards, 39 td, 13 int, & 49 rushes for 136 yards and 2 td",,Starters_1
GNB,1996,RB,Edgar Bennett,27,4,15,"222 rushes for 899 yards, 2 td, & 31 catches for 176 yards and 1 td",,Starters_1
GNB,1996,FB,William Henderson,25,1,11,"39 rushes for 130 yards, 0 td, & 27 catches for 203 yards and 1 td",,Starters_1
GNB,1996,WR,Robert Brooks,26,4,7,"23 catches for 344 yards, 4 td, & 4 rushes for 2 yards and 0 td",,Starters_1
GNB,1996,WR,Antonio Freeman,24,1,12,"56 catches for 933 yards, 9 td",,Starters_1
GNB,1996,TE,Mark Chmura,27,3,13,"28 catches for 370 yards, 0 td",,Starters_1
GNB,1996,LT,John Michels,23,Rook,9,,,Starters_1
GNB,1996,LG,Aaron Taylor,24,1,16,1 fumble recovered,,Starters_1
GNB,1996,C,Frank Winters*,32,9,16,1 fumble recovered,,Starters_1
GNB,1996,RG,Adam Timmerman,25,1,16,,,Starters_1
GNB,1996,RT,Earl Dotson,26,3,15,1 fumble recovered,,Starters_1
GNB,1996,LDE,Reggie White*,35,11,16,"8.5 sacks, 1 interception, 3 fumbles recovered",,Starters_1
GNB,1996,LDT,Gilbert Brown,25,3,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
GNB,1996,RDT,Santana Dotson,27,4,15,"5.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
GNB,1996,RDE,Sean Jones,34,12,15,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
GNB,1996,LLB,Wayne Simmons,27,3,16,"2.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
GNB,1996,MLB,George Koonce,28,4,16,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
GNB,1996,RLB,Brian Williams,24,1,16,"0.5 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
GNB,1996,LCB,Craig Newsome,25,1,16,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
GNB,1996,RCB,Doug Evans,26,3,16,"3.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1
GNB,1996,SS,LeRoy Butler*+,28,6,16,"6.5 sacks, 5 interceptions, 2 fumbles recovered",,Starters_1
GNB,1996,FS,Eugene Robinson,33,11,16,"0.0 sacks, 6 interceptions, 0 fumbles recovered",,Starters_1
