Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Aaron Rodgers*+,38,16,16,"366 for 531, 4,115 yards, 37 td, 4 int, & 33 rushes for 101 yards and 3 td",,Starters_1,GNB,2021,2025-08-15 19:13:15
RB,Aaron Jones,27,4,15,"171 rushes for 799 yards, 4 td, & 52 catches for 391 yards and 6 td",,Starters_1,GNB,2021,2025-08-15 19:13:15
WR,Davante Adams*+,29,7,16,"123 catches for 1,553 yards, 11 td",,Starters_1,GNB,2021,2025-08-15 19:13:15
WR,Allen Lazard,26,3,13,"40 catches for 513 yards, 8 td, & 3 rushes for 32 yards and 0 td",,Starters_1,GNB,2021,2025-08-15 19:13:15
WR,Marquez Valdes-Scantling,27,3,7,"26 catches for 430 yards, 3 td",,Starters_1,GNB,2021,2025-08-15 19:13:15
TE,Marcedes Lewis,37,15,17,"23 catches for 214 yards, 0 td",,Starters_1,GNB,2021,2025-08-15 19:13:15
LT,Elgton Jenkins,26,2,8,,,Starters_1,GNB,2021,2025-08-15 19:13:15
LG,Jon Runyan Jr.,24,1,16,,,Starters_1,GNB,2021,2025-08-15 19:13:15
C,Lucas Patrick,28,4,13,1 fumble recovered,,Starters_1,GNB,2021,2025-08-15 19:13:15
RG,Royce Newman,24,Rook,16,,,Starters_1,GNB,2021,2025-08-15 19:13:15
RT,Billy Turner,30,7,13,,,Starters_1,GNB,2021,2025-08-15 19:13:15
LDE,Dean Lowry,27,5,17,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
NT,Kenny Clark*,26,5,16,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
RDE,Kingsley Keke,25,2,8,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
LOLB,Preston Smith,29,6,16,"9.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
LILB,Krys Barnes,23,1,13,"1.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
RILB,De'Vondre Campbell+,28,5,16,"2.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
ROLB,Rashan Gary,24,2,16,"9.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
LCB,Eric Stokes,22,Rook,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
RCB,Rasul Douglas,26,4,9,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
SS,Adrian Amos,28,6,17,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
FS,Darnell Savage Jr.,24,2,17,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,GNB,2021,2025-08-15 19:13:15
