Creation_Date,Total_Team_Years,Unique_Coaches,Unique_Teams,Year_Range,Team_Years_Multiple_Coaches,Description
2025-08-25 16:42:15,1621,270,37,1970-2024,97,Team-year to head coach mapping extracted from coaching ranks data
