Coach,Year,Team,Role,Age,num_times_hc,num_yr_col_pos,num_yr_col_coor,num_yr_col_hc,num_yr_nfl_pos,num_yr_nfl_coor,num_yr_nfl_hc,PF (Points For)__oc,Yds__oc,Y/P__oc,TO__oc,1stD__oc,Cmp Passing__oc,Att Passing__oc,Yds Passing__oc,TD Passing__oc,Int Passing__oc,NY/A Passing__oc,1stD Passing__oc,Att Rushing__oc,Yds Rushing__oc,TD Rushing__oc,Y/A Rushing__oc,1stD Rushing__oc,Pen__oc,Yds Penalties__oc,1stPy__oc,#Dr__oc,Sc%__oc,TO%__oc,Time Average Drive__oc,Plays Average Drive__oc,Yds Average Drive__oc,Pts Average Drive__oc,3DAtt__oc,3D%__oc,4DAtt__oc,4D%__oc,RZAtt__oc,RZPct__oc,PF (Points For)__dc,Yds__dc,Y/P__dc,TO__dc,1stD__dc,Cmp Passing__dc,Att Passing__dc,Yds Passing__dc,TD Passing__dc,Int Passing__dc,NY/A Passing__dc,1stD Passing__dc,Att Rushing__dc,Yds Rushing__dc,TD Rushing__dc,Y/A Rushing__dc,1stD Rushing__dc,Pen__dc,Yds Penalties__dc,1stPy__dc,#Dr__dc,Sc%__dc,TO%__dc,Time Average Drive__dc,Plays Average Drive__dc,Yds Average Drive__dc,Pts Average Drive__dc,3DAtt__dc,3D%__dc,4DAtt__dc,4D%__dc,RZAtt__dc,RZPct__dc,PF (Points For)__hc,Yds__hc,Y/P__hc,TO__hc,1stD__hc,Cmp Passing__hc,Att Passing__hc,Yds Passing__hc,TD Passing__hc,Int Passing__hc,NY/A Passing__hc,1stD Passing__hc,Att Rushing__hc,Yds Rushing__hc,TD Rushing__hc,Y/A Rushing__hc,1stD Rushing__hc,Pen__hc,Yds Penalties__hc,1stPy__hc,#Dr__hc,Sc%__hc,TO%__hc,Time Average Drive__hc,Plays Average Drive__hc,Yds Average Drive__hc,Pts Average Drive__hc,3DAtt__hc,3D%__hc,4DAtt__hc,4D%__hc,RZAtt__hc,RZPct__hc,PF (Points For)__opp__hc,Yds__opp__hc,Y/P__opp__hc,TO__opp__hc,1stD__opp__hc,Cmp Passing__opp__hc,Att Passing__opp__hc,Yds Passing__opp__hc,TD Passing__opp__hc,Int Passing__opp__hc,NY/A Passing__opp__hc,1stD Passing__opp__hc,Att Rushing__opp__hc,Yds Rushing__opp__hc,TD Rushing__opp__hc,Y/A Rushing__opp__hc,1stD Rushing__opp__hc,Pen__opp__hc,Yds Penalties__opp__hc,1stPy__opp__hc,#Dr__opp__hc,Sc%__opp__hc,TO%__opp__hc,Time Average Drive__opp__hc,Plays Average Drive__opp__hc,Yds Average Drive__opp__hc,Pts Average Drive__opp__hc,3DAtt__opp__hc,3D%__opp__hc,4DAtt__opp__hc,4D%__opp__hc,RZAtt__opp__hc,RZPct__opp__hc
Bud Carson,1989,CLE,HC,58,0,0,0,2,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37313597099599927,-0.5159286267023765,-0.6002194474487366,0.6595647398304109,-0.46697863314613147,-0.717876915100486,0.032758945187052566,-0.43113107822069247,0.11961465259445803,0.7244277574141018,-0.4429758870586277,-0.5942509238046032,-0.2088024206630228,-0.3697582622410828,-0.6333857440379521,-0.4218113017211401,-0.49876338210139975,-0.022227708550393604,-0.03741160197386527,1.0076206407217645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bud Carson,1990,CLE,HC,59,1,0,0,2,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37313597099599927,-0.5159286267023765,-0.6002194474487366,0.6595647398304109,-0.46697863314613147,-0.717876915100486,0.032758945187052566,-0.43113107822069247,0.11961465259445803,0.7244277574141018,-0.4429758870586277,-0.5942509238046032,-0.2088024206630228,-0.3697582622410828,-0.6333857440379521,-0.4218113017211401,-0.49876338210139975,-0.022227708550393604,-0.03741160197386527,1.0076206407217645,,,,,,,,,,,,,,0.0741773679674909,-0.3179270783570603,-0.282666711875955,-0.8481826376815803,-0.4970357289237767,0.6182986902838855,0.3022789522412623,0.120495568258459,-0.1264702039681213,-0.987954735416623,-0.0288314965852444,-0.4006997197264655,-0.2967802671634514,-0.7299964646741078,0.0343807082086263,-0.850657446010003,-0.3721008220320286,1.303662193478009,0.9364475691134608,0.126782232037419,,,,,,,,,,,,,,-1.3140002263130526,-0.7795531901801935,-1.019212632248249,0.3920200275053986,-0.9494344238829232,-0.5478336242323161,0.7108961656417628,-0.5571096767776735,-0.1655492933129622,1.3807996643585214,-1.022215733288424,-0.6100268503149376,-0.4137254534278984,-0.6040833306261167,-1.255461579943976,-0.8485092356687901,-0.7686355972962772,1.6586410661722235,1.4394732901693943,-0.0518966938534405,,,,,,,,,,,,,
Bud Grant,1970,MIN,HC,43,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bud Grant,1971,MIN,HC,44,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1938602606298554,-0.291820821401275,-0.7506854107505583,-0.4063621595410492,0.1648661563353665,-0.772627951367178,-0.7160897824747712,-0.2180801036881323,-0.8659353773758223,-0.7887911616620789,0.3691532659241796,-0.2058429686481331,1.4658435678140314,-0.1652138528285874,1.1839518021145878,-1.3414337990667748,0.5626241434840801,-1.8474097868032675,-1.5273178323783478,-0.5479828010551503,,,,,,,,,,,,,,-2.5070528393028546,-2.9650841941088872,-3.1324900715223176,1.684853062207549,-2.4568092622009376,0.1028810790547898,-0.311476658007805,-2.78014836043354,-2.6430535278192746,1.471495769455744,-2.896236905445865,-1.9730689311449168,-1.1311247556525343,-1.2226412871927972,-1.7688288116171296,-1.0036479829307363,-1.3007682210085585,-2.03894169679058,-1.831238981192644,-1.278400272725421,,,,,,,,,,,,,
Bud Grant,1972,MIN,HC,45,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3448564661101228,-0.8524994699393107,-1.1780227798840603,-0.6057760811106951,-0.4617568290649516,-0.8151151465650696,-0.6232912746515464,-0.8264398414592278,-1.2137275191863321,-0.6023846112833594,-0.41219151213207295,-0.5424054622356193,1.0216862777779498,-0.2623398671896504,0.7104761833743797,-1.2055310076711991,0.0332082803600052,-1.234440436690818,-1.1335732479195815,-0.5302031297818558,,,,,,,,,,,,,,-2.298068680123289,-2.1873392947775407,-2.5416355335438476,1.470311505640141,-1.958129238978743,0.5313126921906319,0.5099397842688539,-2.1155347782337905,-1.9365940124990506,1.3370693341337976,-2.501909374870941,-1.8821160044328387,-0.6258669214159964,-0.9269786099388604,-1.882576801601103,-0.9117825610413346,-0.918434276835481,-1.7916227471294675,-1.4627687262946631,-0.5719297508619345,,,,,,,,,,,,,
Bud Grant,1973,MIN,HC,46,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32088124003997165,-0.4393102157111088,-0.7909242465325316,-0.4484181428625349,-0.3033351572832625,-0.17416088866001145,-0.17955004493507642,-0.21330494554448154,-0.5733329365936509,-0.7427270057735377,-0.13659209392850974,-0.034609652376624424,0.6845105794225983,-0.3583427861080706,0.2894157250800325,-1.1526563744431195,-0.171004224013556,-1.4255287728294102,-1.3951176866380266,-0.69177339178444,,,,,,,,,,,,,,-1.6935328973273869,-1.7343716107293066,-1.8586857113959534,1.3476672100244411,-1.8004393433465224,0.18247751029834783,0.15326286388406943,-1.943517520025398,-1.498057905610487,1.33282099753064,-2.0307455716698093,-1.9082269355318733,-0.5397971492554091,-0.5627307079614319,-1.3171144901508196,-0.36379106164529507,-0.6956596943368067,-1.9483313114992884,-1.5251277963758891,-0.6033670257423878,,,,,,,,,,,,,
Bud Grant,1974,MIN,HC,47,1,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33868498263493413,-0.20997595571585936,-0.42048086497245896,-0.6069034067619681,-0.10615509033576756,-0.1181955185903699,-0.3066404519634609,-0.16914458670385799,-0.361898906585636,-0.9436334785324394,0.08132902273458024,-0.08249791808629067,0.6822358486207102,-0.11404374526852587,0.30497610421208726,-0.7736173213646272,0.1631308375736425,-1.3784610793718148,-1.3939190058204332,-0.8425345161708837,,,,,,,,,,,,,,-1.6014532718212413,-1.3589178489551428,-1.4352756319784075,1.0867723205567503,-1.4490674818039935,0.34478521225269293,0.35371187422090117,-1.5072097068360324,-1.4712971437186944,1.1400677896293487,-1.6896898626887327,-1.4976403458939012,-0.6572937873188578,-0.4558222904055732,-1.350383228455582,-0.05701897445441098,-0.5895174464385684,-1.731124203286673,-1.2161215019583362,-0.5479486327298713,,,,,,,,,,,,,
Bud Grant,1975,MIN,HC,48,1,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456622473794262,0.06858814755259121,-0.109134574476994,-0.7690043989047991,0.10051677517203653,0.1819076910434366,-0.09787936699690176,0.21603580257447402,-0.01146997449200544,-0.9756471903543007,0.3199036100513529,0.1969220791401486,0.5733582007352037,-0.0974153487511784,0.3783826250498057,-0.6477280169716347,0.19942158672962879,-1.4578597705041028,-1.40168500001908,-0.8678816530173876,,,,,,,,,,,,,,-1.5540719753451486,-1.1369164898771023,-1.1721039388657775,0.878616905542847,-1.2281030803877138,0.41050562399290647,0.4233449161004878,-1.1075993088818201,-1.5270377149749554,1.0269056126035643,-1.3357149298225686,-1.113514220100432,-0.7006851029968492,-0.535871311681648,-1.169851369047342,-0.13476906243318373,-0.5428821508145943,-1.537472355855773,-0.9701147655040161,-0.745367937735976,,,,,,,,,,,,,
Bud Grant,1976,MIN,HC,49,1,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5896920516873646,0.24232854119415345,-0.03710128549324792,-0.8615580597677641,0.36189746836430386,0.618240206437129,0.15595767555102194,0.43021152443043037,0.2878734258709023,-0.979102398610553,0.3662420255964949,0.443830887101488,0.6115217807699369,-0.05545727675331519,0.37237807680271945,-0.6298488172985716,0.35908245751926565,-1.1381141125890297,-1.1988483117796642,-0.8908592398074408,,,,,,,,,,,,,,-1.5589058295817588,-1.2870935398095111,-1.19502085228107,0.8761749949646161,-1.3944925009039482,0.14839101362571883,0.22750611027029977,-1.2423571600534495,-1.3657076558882506,1.063148446975693,-1.3724105008648808,-1.2609385971804985,-0.9681119646118104,-0.7135093893964269,-1.2573161311318113,-0.11416112094232339,-0.7546903624142688,-1.1799008696868722,-0.7076902294070561,-0.6406058251402337,,,,,,,,,,,,,
Bud Grant,1977,MIN,HC,50,1,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582206233888354,0.35322568906622326,0.023477488003862044,-0.8739789449735241,0.5133399044558298,0.8684267050187635,0.37334046291608824,0.5804283789989698,0.2868640573738321,-1.063685697799833,0.40589624890022574,0.6159778897488243,0.5775981022145605,-0.08775504093550261,0.39399782100848324,-0.6908776029182419,0.375828297934957,-1.1584021207898894,-1.2362603783775332,-0.7799760086525449,,,,,,,,,,,,,,-1.5153429808629089,-1.2507901267675139,-1.112040023387747,0.6941533778258561,-1.3773115326732313,-0.06414271326739687,-0.021542928889789544,-1.3361427141037583,-1.3858144971801207,0.9404411096634507,-1.3521329554999402,-1.2785339609080923,-0.9190025724157651,-0.6169260297352958,-1.1025615519157583,-0.018423458047389922,-0.7174977254995081,-1.243318437346877,-0.8060997726989877,-0.7631812796957191,,,,,,,,,,,,,
Bud Grant,1978,MIN,HC,51,1,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4896357638887582,0.3517117063221816,0.044530911586336874,-0.6048283117216501,0.48521948711702334,0.9925778369001979,0.45068187697690876,0.639142023681683,0.37926376192886135,-0.8883416726594069,0.41676265197829443,0.6636729913662864,0.4771056011739159,-0.15013763217957593,0.25999405207777676,-0.683961236565263,0.3261084051779962,-1.1456162951913118,-1.2817425806885177,-0.9045330471313088,,,,,,,,,,,,,,-1.3554188439029358,-1.1525572774756725,-1.008603307088491,0.5051851963165866,-1.311054655076137,-0.22000430459448692,-0.15310193249819634,-1.3697699515309463,-1.1731515346963508,0.7345723416163576,-1.3005269521076555,-1.394016096439255,-0.7486998672263048,-0.46391638481852904,-1.0060585530087334,0.03776603154843894,-0.5830660760711308,-1.185938398049225,-0.8234508757843116,-0.7787511615502133,,,,,,,,,,,,,
Bud Grant,1979,MIN,HC,52,1,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43683375066722174,0.3059715654141759,-0.08689466754943938,-0.37904039444307347,0.5281950074427497,1.236451368080959,0.751477199436871,0.7374298544807583,0.5052361080607382,-0.5792717602790537,0.3193849890594523,0.7966444381021941,0.24704904425832253,-0.37046908138771467,0.08896433046433207,-0.8711667875649911,0.17170209863213393,-0.9741772603969268,-1.2266138720776667,-0.7232122918470029,,,,,,,,,,,,,,-1.177086261177268,-1.0256425116708745,-0.9113276280450552,0.5002826172477742,-1.1842880383825871,-0.1259840583196209,-0.07674350519019807,-1.1600827587096778,-1.0844477006781625,0.6343519546804542,-1.133465040847114,-1.2087998858133033,-0.6990937749034919,-0.46135917140251526,-0.7914654800077842,-0.00991380565058398,-0.5380604447584689,-1.035293588286676,-0.6514691717061116,-0.7658562459121897,,,,,,,,,,,,,
Bud Grant,1980,MIN,HC,53,1,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27981559465236683,0.24838926003660905,-0.1569884456047125,-0.2964255516532252,0.5233975501720095,1.2485630094970275,0.8396612456809699,0.7087531502054925,0.5266832537065195,-0.46012978199557575,0.21910350881017057,0.784935379815553,0.11914921514718961,-0.4572239050327062,-0.08513446667550902,-0.8983253184097514,0.100324912664802,-0.9298507766626333,-1.16885161784606,-0.5350121482085376,,,,,,,,,,,,,,-1.0282998203096934,-0.8913539903867456,-0.781178174475271,0.36374634223153135,-1.060327270795651,-0.17963288825657153,-0.1710686490235403,-1.0874294288788582,-1.0844999013801557,0.5843723234606363,-0.9993347584060842,-1.1641191637288135,-0.5357196635354234,-0.3002257628875688,-0.5862174108266143,0.07367119105008504,-0.34567286166933453,-1.0113963825071832,-0.6606700509068963,-0.8244542596781852,,,,,,,,,,,,,
Bud Grant,1981,MIN,HC,54,1,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23791821819935868,0.25559625374544465,-0.11125368897274553,-0.4442440152023445,0.5460633216384596,1.2727462135062295,0.9104829885800622,0.7527359880241801,0.48424554282491994,-0.4071380116788415,0.20503760544529517,0.8200406351980704,-0.011199283423864963,-0.5263410070497584,-0.10681504319144154,-0.8698888559928697,-0.008457302800380262,-0.9159217827316053,-1.167527229639071,-0.2242071928339522,,,,,,,,,,,,,,-0.9654350084557245,-0.688715679732964,-0.5719248527008489,0.34298185261652314,-0.8821574506601025,-0.1423335065229173,-0.1341746034153863,-0.9260255245916351,-0.9374904045118071,0.5580393807351339,-0.8461003536264422,-1.0184612136533562,-0.45571287509964536,-0.15885017670948848,-0.5393148583534326,0.24000708366754286,-0.2448120803444694,-0.8208787554184585,-0.5440008579783829,-0.7235775692538321,,,,,,,,,,,,,
Bud Grant,1982,MIN,HC,55,1,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20944702083025268,0.3123081070200271,-0.07247915080357924,-0.29053025948923383,0.5875758750727088,1.3710666793332829,1.1006989234006215,0.8527350814043705,0.5287052954402053,-0.26259140288904775,0.17290056946280274,0.924053559096714,-0.19862188776861647,-0.6289439764953123,-0.2332906849498777,-0.8305597763657007,-0.13267690787668884,-0.7969652480891689,-1.0723664009693155,-0.050723022721589496,,,,,,,,,,,,,,-0.8337231647778145,-0.6275767264539903,-0.5112845483461133,0.2544838485723007,-0.8397864392492109,-0.16284919234091302,-0.18186323700065077,-0.8362459307324085,-0.7910249813762902,0.4274500475023411,-0.7174213249572441,-0.935145852528175,-0.3788360038275782,-0.1552157097041444,-0.5069508186263122,0.1761294775193126,-0.244850602485,-0.6490492185402702,-0.39151330911302934,-0.7530533926396134,,,,,,,,,,,,,
Bud Grant,1983,MIN,HC,56,1,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20322196008415622,0.2937932361413567,-0.07975163524599661,-0.34903901026645706,0.5283439136908675,1.3437044420523674,1.1274110771532533,0.8244262371844976,0.569191870844543,-0.2536266010279297,0.1286668365626516,0.9167057525654996,-0.2566027603120278,-0.6427296804329308,-0.2631352750157388,-0.7948299084469954,-0.20419712671012175,-0.6887603500072915,-0.9684850261091212,-0.1443115560690938,,,,,,,,,,,,,,-0.7300283043575493,-0.5683030947532078,-0.4473491072608557,0.21922042320976778,-0.831546442217711,-0.15962256701606636,-0.14722464301388072,-0.751818142999762,-0.7405492114621638,0.38520136190959786,-0.664955439425619,-0.8980727287213897,-0.392696362276015,-0.16026958164582036,-0.4752746833818374,0.18364886671105324,-0.3002333021879745,-0.6571634313144499,-0.414457728908461,-0.6104637762179227,,,,,,,,,,,,,
Bud Grant,1985,MIN,HC,58,1,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1554358505175038,0.22315705219900245,-0.14626734768752225,-0.3887132716397936,0.47044124566015755,1.2869695500846798,1.1060032567641458,0.7573796091586865,0.447499385862869,-0.23717877893974565,0.05084999660599634,0.8566317600924533,-0.2800282375769291,-0.6452129232607761,-0.2255462255224804,-0.784577247467174,-0.22064627236460196,-0.6842256151428208,-0.9542371109605704,-0.13547563796598924,,,,,,,,,,,,,,-0.6796193478180356,-0.5054110688402611,-0.43254433731771263,0.2741833245683115,-0.750324941110075,-0.2168620485644198,-0.18342154907539868,-0.7711471293260506,-0.6769112557233533,0.39469610464111515,-0.6927859505450558,-0.9130238609685509,-0.2815831291762227,-0.0496536908362115,-0.4357799354306669,0.26048616166087496,-0.19997993280547452,-0.6527403418056156,-0.43013101903738404,-0.5809674930956933,,,,,,,,,,,,,
Bud Wilkinson,1978,CRD,HC,62,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bud Wilkinson,1979,CRD,HC,63,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9629469142982028,0.5955711550818966,0.0970642814495523,-0.7625103398306303,-0.048715037432881,0.6930765853650205,1.5932223027141736,1.3673726962433752,-0.1304323169927375,-0.3084909408209344,0.6474447007758949,1.0835728719375206,-0.4636103981552445,-0.9171629319777096,-0.4558330656981609,-1.1173637714918945,-1.0145691532338212,-0.1083640958067691,-0.2474695546244663,-1.013321891621141,,,,,,,,,,,,,,0.0527269860481852,-0.1415234960330666,-0.3993665870927047,0.2712129321748679,0.1372218587372461,-0.4845087010468854,0.1513513831031756,-0.662619124934239,0.4997560380435391,0.6478083274696863,-0.7188368283804187,-0.1257850378895514,0.2779511090516886,0.364473064896549,-0.2967876371320145,0.451560580664734,0.3491840425813797,-0.7813784931430982,-0.92804526782337,-0.2503521700830228,,,,,,,,,,,,,
Buddy Ryan,1986,PHI,HC,55,0,0,0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9906822086713174,-0.9189685334421365,-0.620490999665924,0.010273293660116756,-1.13494721215941,-1.0070232665663754,-0.20595973605065113,-0.5985517666532161,-0.3950038621922097,0.14283999381709847,-0.6945318631712661,-0.7553039161627362,-0.7954230955631235,-0.7177781815718067,-0.8532773700404941,-0.4389695866323086,-0.8431761375910347,0.38643630941529794,0.15711290359848665,-0.23512827858727647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Ryan,1987,PHI,HC,56,1,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9906822086713174,-0.9189685334421365,-0.620490999665924,0.010273293660116756,-1.13494721215941,-1.0070232665663754,-0.20595973605065113,-0.5985517666532161,-0.3950038621922097,0.14283999381709847,-0.6945318631712661,-0.7553039161627362,-0.7954230955631235,-0.7177781815718067,-0.8532773700404941,-0.4389695866323086,-0.8431761375910347,0.38643630941529794,0.15711290359848665,-0.23512827858727647,,,,,,,,,,,,,,-1.2227540793799958,-1.180174714742214,-1.751684943368479,-1.2646640834803904,-0.6766085057325171,-0.4222010542840654,-0.0488185444341803,-1.2372673023376448,-0.279421670523656,-0.7348049351811274,-2.183117812782833,-0.6436771374098342,0.2893490614713691,0.2930157698025115,-1.2902533496800512,0.1670849023723601,0.2178259073501171,-0.0484689146253054,0.6190301800156369,-0.1733202144524837,,,,,,,,,,,,,,-0.2692414575232769,0.0832757604359627,0.067398107295158,-0.0196399608379575,-0.945166846110017,-0.7524679595391202,0.3348811552811761,-0.1400925738842088,0.0145386314005647,0.3496817617255756,-0.6288429453840739,-0.7160705421921381,-0.5146143291019204,0.2911389967694102,-0.0606628238109784,1.1095332975766197,-0.5665838388263259,0.910994489661468,0.4324016994476388,-0.0188545049501259,,,,,,,,,,,,,
Buddy Ryan,1988,PHI,HC,57,1,0,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9906822086713174,-0.9189685334421365,-0.620490999665924,0.010273293660116756,-1.13494721215941,-1.0070232665663754,-0.20595973605065113,-0.5985517666532161,-0.3950038621922097,0.14283999381709847,-0.6945318631712661,-0.7553039161627362,-0.7954230955631235,-0.7177781815718067,-0.8532773700404941,-0.4389695866323086,-0.8431761375910347,0.38643630941529794,0.15711290359848665,-0.23512827858727647,,,,,,,,,,,,,,-0.49346967245146317,-0.4154448220099526,-1.3879288080594048,-0.6783329354805272,-0.37493691595928036,0.07671008442931948,0.4312887666954299,-0.6303095625262917,0.18713541125506547,-0.7451120242202094,-1.6965951586697559,-0.44216913126438695,0.5188282897337322,0.4509109952789815,-0.7540118575016842,0.18341811598578678,0.24808484191178995,0.43779725103935335,0.6168120289843777,-0.37327262131458067,,,,,,,,,,,,,,0.4570016692163874,0.4383383674123473,0.1167916645170009,0.8743793379454611,-0.258687493218166,0.6195867814168458,1.5066746655230105,0.9735505174193588,0.7663059143548431,0.3465500229724306,-0.3944516385058501,0.6628103056712329,-0.7204548828753798,-0.225106457917126,0.30677661723934607,0.3560288372770405,-0.854709659129758,0.6423197819035777,0.20940762109296615,0.33763611152132983,,,,,,,,,,,,,
Buddy Ryan,1989,PHI,HC,58,1,0,0,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9906822086713174,-0.9189685334421365,-0.620490999665924,0.010273293660116756,-1.13494721215941,-1.0070232665663754,-0.20595973605065113,-0.5985517666532161,-0.3950038621922097,0.14283999381709847,-0.6945318631712661,-0.7553039161627362,-0.7954230955631235,-0.7177781815718067,-0.8532773700404941,-0.4389695866323086,-0.8431761375910347,0.38643630941529794,0.15711290359848665,-0.23512827858727647,,,,,,,,,,,,,,-0.024581656616891562,-0.11107494009462299,-1.0134090011224364,-0.8969484471867886,-0.06513890222791548,0.32443035438558804,0.70759307490945,-0.25019120669589195,0.41550054987911395,-0.6799112112398751,-1.323175206846779,-0.11464445796442131,0.22174904575881396,0.30284707371866976,-0.3892077523780772,0.3017682836449588,0.03129974468668693,0.6167275847878047,0.623830084341003,0.3415359272750383,,,,,,,,,,,,,,0.2697074375235713,0.7841980027510015,0.3926884392583809,1.0658526712342171,-0.05191040948482686,0.808737870377132,1.638708965401638,1.4400139441154023,0.7158435075073761,0.9905765760259735,0.20940973396943,1.1724700698799422,-0.6133972814204204,-0.45662771483433184,-0.08861349869094519,-0.24350409645599216,-1.0366941562040397,0.821469976998797,0.43022252806396305,0.38810106873942524,,,,,,,,,,,,,
Buddy Ryan,1990,PHI,HC,59,1,0,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9906822086713174,-0.9189685334421365,-0.620490999665924,0.010273293660116756,-1.13494721215941,-1.0070232665663754,-0.20595973605065113,-0.5985517666532161,-0.3950038621922097,0.14283999381709847,-0.6945318631712661,-0.7553039161627362,-0.7954230955631235,-0.7177781815718067,-0.8532773700404941,-0.4389695866323086,-0.8431761375910347,0.38643630941529794,0.15711290359848665,-0.23512827858727647,,,,,,,,,,,,,,0.03472420458069988,-0.037649201504318115,-1.005311692028318,-0.8005402790123154,0.1188519346617366,0.2983247965199661,0.6464408606795329,-0.32161256864018717,0.400729419750512,-0.7071689761120019,-1.268683247410345,-0.07991213559867244,0.45686193137035186,0.5088271470183422,-0.2833106372314013,0.3237973784223649,0.19941378414972444,0.6064685090959043,0.6461077739869188,0.6148122071410834,,,,,,,,,,,,,,-0.03944587858472273,0.42493943017886115,0.1001749377015346,1.4925092508523763,-0.22749522389800392,0.3794599773532138,1.3367570381542322,1.0244022092563299,0.8115439581724926,1.2353241905026584,-0.030022851667818762,0.8885953834753346,-0.663344089042817,-0.549745797135713,-0.4874990685116155,-0.30610516260722864,-1.1279280218028032,0.9437928057475427,0.6167510947937457,0.5606502946266059,,,,,,,,,,,,,
