Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
DEN,1983,QB,John Elway,23,Rook,10,"123 for 259, 1,663 yards, 7 td, 14 int, & 28 rushes for 146 yards and 1 td",,Starters_1
DEN,1983,RB,Sammy Winder,24,1,13,"196 rushes for 757 yards, 3 td, & 23 catches for 150 yards and 0 td",,Starters_1
DEN,1983,FB,Nathan Poole,27,4,10,"81 rushes for 246 yards, 4 td, & 20 catches for 184 yards and 0 td",,Starters_1
DEN,1983,WR,Rick Upchurch,31,8,11,"40 catches for 639 yards, 2 td, & 6 rushes for 19 yards and 0 td",,Starters_1
DEN,1983,WR,Steve Watson,26,4,16,"59 catches for 1,133 yards, 5 td, & 3 rushes for 17 yards and 0 td",,Starters_1
DEN,1983,TE,Ron Egloff,28,6,10,"20 catches for 205 yards, 2 td",,Starters_1
DEN,1983,LT,Dave Studdard,28,4,16,1 fumble recovered,,Starters_1
DEN,1983,LG,Keith Bishop,26,3,16,1 fumble recovered,,Starters_1
DEN,1983,C,Bill Bryan,28,6,16,,,Starters_1
DEN,1983,RG,Paul Howard,33,10,14,,,Starters_1
DEN,1983,RT,Ken Lanier,24,2,16,,,Starters_1
DEN,1983,LDE,Barney Chavous,32,10,13,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DEN,1983,NT,Rubin Carter,31,8,15,"1.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
DEN,1983,RDE,Rulon Jones,25,3,12,"4.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
DEN,1983,LOLB,Jim Ryan,26,4,12,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DEN,1983,LILB,Randy Gradishar*,31,9,16,"2.5 sacks, 1 interception, 3 fumbles recovered",,Starters_1
DEN,1983,RILB,Steve Busick,25,2,15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DEN,1983,ROLB,Tom Jackson,32,10,15,"5.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1
DEN,1983,LCB,Louis Wright*,30,8,16,"1.0 sacks, 6 interceptions, 1 fumble recovered",,Starters_1
DEN,1983,RCB,Mike Harden,24,3,15,"0.0 sacks, 4 interceptions, 3 fumbles recovered",,Starters_1
DEN,1983,SS,Dennis Smith,24,2,13,"5.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
DEN,1983,FS,Steve Foley,30,7,13,"0.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1
