Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Teddy Bridgewater,29,7,14,"285 for 426, 3,052 yards, 18 td, 7 int, & 30 rushes for 106 yards and 2 td",,Starters_1,DEN,2021,2025-08-15 19:09:17
RB,Melvin Gordon,28,6,16,"203 rushes for 918 yards, 8 td, & 28 catches for 213 yards and 2 td",,Starters_1,DEN,2021,2025-08-15 19:09:17
WR,Tim Patrick,28,3,16,"53 catches for 734 yards, 5 td",,Starters_1,DEN,2021,2025-08-15 19:09:17
WR,Courtland Sutton,26,3,16,"58 catches for 776 yards, 2 td",,Starters_1,DEN,2021,2025-08-15 19:09:17
TE,Noah Fant,24,2,16,"68 catches for 670 yards, 4 td",,Starters_1,DEN,2021,2025-08-15 19:09:17
TE,Albert Okwuegbunam,23,1,6,"33 catches for 330 yards, 2 td",,Starters_1,DEN,2021,2025-08-15 19:09:17
LT,Garett Bolles,29,4,14,,,Starters_1,DEN,2021,2025-08-15 19:09:17
LG,Dalton Risner,26,2,15,,,Starters_1,DEN,2021,2025-08-15 19:09:17
C,Lloyd Cushenberry III,24,1,16,,,Starters_1,DEN,2021,2025-08-15 19:09:17
C,Quinn Meinerz,23,Rook,9,,,Starters_1,DEN,2021,2025-08-15 19:09:17
RT,Bobby Massie,32,9,13,,,Starters_1,DEN,2021,2025-08-15 19:09:17
LDE,Dre'Mont Jones,24,2,7,"5.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
NT,Mike Purcell,30,7,10,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
RDE,Shelby Harris,30,7,16,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
LOLB,Von Miller,32,10,7,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
LILB,Baron Browning,22,Rook,9,,,Starters_1,DEN,2021,2025-08-15 19:09:17
RILB,Kenny Young,27,3,6,,,Starters_1,DEN,2021,2025-08-15 19:09:17
ROLB,Malik Reed,25,2,13,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
LCB,Patrick Surtain II,21,Rook,15,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
RCB,Ronald Darby,27,6,11,,,Starters_1,DEN,2021,2025-08-15 19:09:17
SS,Kareem Jackson,33,11,15,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
FS,Justin Simmons,28,5,17,"1.5 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1,DEN,2021,2025-08-15 19:09:17
