Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
DEN,1992,QB,John Elway,32,9,12,"174 for 316, 2,242 yards, 10 td, 17 int, & 34 rushes for 94 yards and 2 td",,Starters_1
DEN,1992,RB,Gaston Green,26,4,13,"161 rushes for 648 yards, 2 td, & 10 catches for 79 yards and 0 td",,Starters_1
DEN,1992,WR,Mark Jackson,29,6,13,"48 catches for 745 yards, 8 td, & 3 rushes for -1 yards and 0 td",,Starters_1
DEN,1992,WR,Vance Johnson,29,7,7,"24 catches for 294 yards, 2 td",,Starters_1
DEN,1992,TE,Clarence Kay,31,8,13,"7 catches for 56 yards, 0 td",,Starters_1
DEN,1992,TE,Shannon Sharpe*,24,2,11,"53 catches for 640 yards, 2 td, & 2 rushes for -6 yards and 0 td",,Starters_1
DEN,1992,LT,Russ Freeman,23,Rook,16,,,Starters_1
DEN,1992,LG,Jeff Davidson,25,2,16,1 fumble recovered,,Starters_1
DEN,1992,C,Keith Kartz,29,5,15,1 fumble recovered,,Starters_1
DEN,1992,RG,Doug Widell,26,3,16,2 fumbles recovered,,Starters_1
DEN,1992,RT,Ken Lanier,33,11,16,,,Starters_1
DEN,1992,LDE,Brian Sochia,31,9,13,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DEN,1992,NT,Greg Kragen,30,7,16,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DEN,1992,RDE,Kenny Walker,25,1,15,"1.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
DEN,1992,LOLB,Mike Croel,23,1,16,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DEN,1992,LILB,Michael Brooks*,28,5,14,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
DEN,1992,RILB,Karl Mecklenburg,32,9,16,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DEN,1992,ROLB,Simon Fletcher,30,7,16,"16.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DEN,1992,LCB,Tyrone Braxton,28,5,14,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
DEN,1992,RCB,Wymon Henderson,31,5,11,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
DEN,1992,SS,Dennis Smith,33,11,16,"0.0 sacks, 4 interceptions, 2 fumbles recovered",,Starters_1
DEN,1992,FS,Steve Atwater*+,26,3,15,"1.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
