Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
PIT,1976,QB,Terry Bradshaw,28,6,8,"92 for 192, 1,177 yards, 10 td, 9 int, & 31 rushes for 219 yards and 3 td",,Starters_1
PIT,1976,RB,Rocky Bleier,30,8,14,"220 rushes for 1,036 yards, 5 td, & 24 catches for 294 yards and 0 td",,Starters_1
PIT,1976,FB,Franco Harris*,26,4,14,"289 rushes for 1,128 yards, 14 td, & 23 catches for 151 yards and 0 td",,Starters_1
PIT,1976,WR,Frank Lewis,29,5,12,"17 catches for 306 yards, 1 td, & 2 rushes for 24 yards and 1 td",,Starters_1
PIT,1976,WR,Lynn Swann,24,2,10,"28 catches for 516 yards, 3 td, & 1 rush for 2 yards and 0 td",,Starters_1
PIT,1976,TE,Larry Brown,27,5,8,"7 catches for 97 yards, 0 td",,Starters_1
PIT,1976,LT,Jon Kolb,29,7,14,1 fumble recovered,,Starters_1
PIT,1976,LG,Sam Davis,32,9,12,,,Starters_1
PIT,1976,C,Mike Webster,24,2,14,,,Starters_1
PIT,1976,RG,Jim Clack,29,5,8,,,Starters_1
PIT,1976,RT,Gerry Mullins,27,5,13,1 fumble recovered,,Starters_1
PIT,1976,LDE,L.C. Greenwood*,30,7,13,"0 interceptions, 1 fumble recovered",,Starters_1
PIT,1976,LDT,Joe Greene*,30,7,14,,,Starters_1
PIT,1976,RDT,Ernie Holmes,28,4,14,"0 interceptions, 2 fumbles recovered",,Starters_1
PIT,1976,RDE,Dwight White,27,5,7,"0 interceptions, 1 fumble recovered",,Starters_1
PIT,1976,LLB,Jack Ham*+,28,5,14,"2 interceptions, 2 fumbles recovered",,Starters_1
PIT,1976,MLB,Jack Lambert*+,24,2,14,"2 interceptions, 8 fumbles recovered",,Starters_1
PIT,1976,RLB,Andy Russell,35,13,12,"1 interception, 0 fumbles recovered",,Starters_1
PIT,1976,LCB,J.T. Thomas*,25,3,14,"2 interceptions, 0 fumbles recovered",,Starters_1
PIT,1976,RCB,Mel Blount*,28,6,14,"6 interceptions, 1 fumble recovered",,Starters_1
PIT,1976,SS,Mike Wagner*,27,5,14,"2 interceptions, 0 fumbles recovered",,Starters_1
PIT,1976,FS,Glen Edwards*,29,5,14,"6 interceptions, 0 fumbles recovered",,Starters_1
