Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
PIT,1992,QB,Neil O'Donnell*,26,1,12,"185 for 313, 2,283 yards, 13 td, 9 int, & 27 rushes for 5 yards and 1 td",,Starters_1
PIT,1992,RB,Barry Foster*+,24,2,15,"390 rushes for 1,690 yards, 11 td, & 36 catches for 344 yards and 0 td",,Starters_1
PIT,1992,FB,Merril Hoge,27,5,11,"41 rushes for 150 yards, 0 td, & 28 catches for 231 yards and 1 td",,Starters_1
PIT,1992,WR,Jeff Graham,23,1,10,"49 catches for 711 yards, 1 td",,Starters_1
PIT,1992,WR,Dwight Stone,28,5,12,"34 catches for 501 yards, 3 td, & 12 rushes for 118 yards and 0 td",,Starters_1
PIT,1992,TE,Adrian Cooper,24,1,15,"16 catches for 197 yards, 3 td",,Starters_1
PIT,1992,LT,John Jackson,27,4,13,,,Starters_1
PIT,1992,LG,Duval Love,29,7,16,1 fumble recovered,,Starters_1
PIT,1992,C,Dermontti Dawson*,27,4,16,,,Starters_1
PIT,1992,RG,Carlton Haselrig*,26,2,16,1 fumble recovered,,Starters_1
PIT,1992,RT,Tunch Ilkin,35,12,12,,,Starters_1
PIT,1992,LDE,Kenny Davidson,25,2,12,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
PIT,1992,NT,Gerald Williams,29,6,10,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
PIT,1992,RDE,Donald Evans,28,5,16,"3.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
PIT,1992,LOLB,Jerrol Williams,25,3,16,"4.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1
PIT,1992,LILB,Hardy Nickerson,27,5,15,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
PIT,1992,RILB,David Little,33,11,12,"3.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
PIT,1992,ROLB,Greg Lloyd*,27,4,16,"6.5 sacks, 1 interception, 4 fumbles recovered",,Starters_1
PIT,1992,LCB,Rod Woodson*+,27,5,16,"6.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
PIT,1992,RCB,D.J. Johnson,26,3,15,"0.0 sacks, 5 interceptions, 2 fumbles recovered",,Starters_1
PIT,1992,SS,Carnell Lake,25,3,16,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
PIT,1992,FS,Darren Perry,24,Rook,16,"0.0 sacks, 6 interceptions, 1 fumble recovered",,Starters_1
