Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Russell Wilson*,36,12,11,"214 for 336, 2,482 yards, 16 td, 5 int, & 43 rushes for 155 yards and 2 td",,Starters_1,PIT,2024,2025-08-15 19:38:03
RB,Najee Harris,26,3,17,"263 rushes for 1,043 yards, 6 td, & 36 catches for 283 yards and 0 td",,Starters_1,PIT,2024,2025-08-15 19:38:03
WR,Van Jefferson,28,4,12,"24 catches for 276 yards, 2 td",,Starters_1,PIT,2024,2025-08-15 19:38:03
WR,George Pickens,23,2,12,"59 catches for 900 yards, 3 td, & 2 rushes for -6 yards and 0 td",,Starters_1,PIT,2024,2025-08-15 19:38:03
TE,Pat Freiermuth,26,3,11,"65 catches for 653 yards, 7 td",,Starters_1,PIT,2024,2025-08-15 19:38:03
TE,Darnell Washington,23,1,9,"19 catches for 200 yards, 1 td",,Starters_1,PIT,2024,2025-08-15 19:38:03
LT,Dan Moore,26,3,17,,,Starters_1,PIT,2024,2025-08-15 19:38:03
LG,Isaac Seumalo*,31,8,13,,,Starters_1,PIT,2024,2025-08-15 19:38:03
C,Zach Frazier,23,Rook,15,,,Starters_1,PIT,2024,2025-08-15 19:38:03
RG,Mason McCormick,24,Rook,14,,,Starters_1,PIT,2024,2025-08-15 19:38:03
RT,Broderick Jones,23,1,16,,,Starters_1,PIT,2024,2025-08-15 19:38:03
LDE,Cameron Heyward*+,35,13,17,"8.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
NT,Keeanu Benton,23,1,14,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
RDE,Larry Ogunjobi,30,7,12,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
LOLB,T.J. Watt*,30,7,17,"11.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
LILB,Patrick Queen*,25,4,17,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
RILB,Elandon Roberts,30,8,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
ROLB,Alex Highsmith,27,4,11,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
LCB,Donte Jackson,29,6,15,"0.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
RCB,Joey Porter Jr.,24,1,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
SS,Minkah Fitzpatrick*,28,6,17,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
FS,DeShon Elliott,27,5,14,"0.0 sacks, 1 interception, 3 fumbles recovered",,Starters_1,PIT,2024,2025-08-15 19:38:03
