Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Ben Roethlisberger*,32,10,16,"408 for 608, 4,952 yards, 32 td, 9 int, & 33 rushes for 27 yards and 0 td",,Starters_1,PIT,2014,2025-08-15 19:36:41
RB,Le'Veon Bell*+,22,1,16,"290 rushes for 1,361 yards, 8 td, & 83 catches for 854 yards and 3 td",,Starters_1,PIT,2014,2025-08-15 19:36:41
WR,Antonio Brown*+,26,4,16,"129 catches for 1,698 yards, 13 td, & 4 rushes for 13 yards and 0 td",,Starters_1,PIT,2014,2025-08-15 19:36:41
WR,Markus Wheaton,23,1,11,"53 catches for 644 yards, 2 td, & 4 rushes for 19 yards and 0 td",,Starters_1,PIT,2014,2025-08-15 19:36:41
TE,Heath Miller,32,9,16,"66 catches for 761 yards, 3 td",,Starters_1,PIT,2014,2025-08-15 19:36:41
TE,Matt Spaeth,31,7,8,"3 catches for 46 yards, 1 td",,Starters_1,PIT,2014,2025-08-15 19:36:41
LT,Kelvin Beachum,25,2,16,,,Starters_1,PIT,2014,2025-08-15 19:36:41
LG,Ramon Foster,28,5,14,,,Starters_1,PIT,2014,2025-08-15 19:36:41
C,Maurkice Pouncey*+,25,4,16,,,Starters_1,PIT,2014,2025-08-15 19:36:41
RG,David DeCastro,24,2,16,,,Starters_1,PIT,2014,2025-08-15 19:36:41
RT,Marcus Gilbert,26,3,12,1 fumble recovered,,Starters_1,PIT,2014,2025-08-15 19:36:41
LDE,Cameron Heyward,25,3,16,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
NT,Steve McLendon,28,4,11,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
RDE,Cam Thomas,28,4,9,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
LOLB,Jason Worilds,26,4,16,"7.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
LILB,Sean Spence,24,1,9,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
RILB,Lawrence Timmons*,28,7,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
ROLB,Arthur Moats,26,4,9,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
LCB,William Gay,29,7,13,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
RCB,Brice McCain,28,5,9,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
SS,Troy Polamalu,33,11,12,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PIT,2014,2025-08-15 19:36:41
FS,Mike Mitchell,27,5,16,,,Starters_1,PIT,2014,2025-08-15 19:36:41
