Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Ben Roethlisberger*,35,13,15,"360 for 561, 4,251 yards, 28 td, 14 int, & 28 rushes for 47 yards and 0 td",,Starters_1,PIT,2017,2025-08-15 19:37:06
RB,Le'Veon Bell*+,25,4,15,"321 rushes for 1,291 yards, 9 td, & 85 catches for 655 yards and 2 td",,Starters_1,PIT,2017,2025-08-15 19:37:06
WR,Antonio Brown*+,29,7,14,"101 catches for 1,533 yards, 9 td",,Starters_1,PIT,2017,2025-08-15 19:37:06
WR,Martavis Bryant,26,3,8,"50 catches for 603 yards, 3 td, & 6 rushes for 22 yards and 0 td",,Starters_1,PIT,2017,2025-08-15 19:37:06
TE,Jesse James,23,2,14,"43 catches for 372 yards, 3 td",,Starters_1,PIT,2017,2025-08-15 19:37:06
TE,Vance McDonald,27,4,7,"14 catches for 188 yards, 1 td",,Starters_1,PIT,2017,2025-08-15 19:37:06
LT,Alejandro Villanueva*,29,2,16,,,Starters_1,PIT,2017,2025-08-15 19:37:06
LG,Ramon Foster,31,8,14,,,Starters_1,PIT,2017,2025-08-15 19:37:06
C,Maurkice Pouncey*,28,7,15,,,Starters_1,PIT,2017,2025-08-15 19:37:06
RG,David DeCastro*+,27,5,15,,,Starters_1,PIT,2017,2025-08-15 19:37:06
RT,Chris Hubbard,26,3,10,,,Starters_1,PIT,2017,2025-08-15 19:37:06
LDE,Cameron Heyward*+,28,6,15,"12.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
NT,Javon Hargrave,24,1,12,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
RDE,Stephon Tuitt,24,3,12,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
LOLB,Bud Dupree,24,2,15,"6.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
LILB,Ryan Shazier*,25,3,12,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
RILB,Vince Williams,28,4,16,"8.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
ROLB,T.J. Watt,23,Rook,15,"7.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
LCB,Joe Haden,28,7,11,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
RCB,Artie Burns,22,1,16,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
SS,Sean Davis,24,1,16,"1.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
FS,Mike Mitchell,30,8,13,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PIT,2017,2025-08-15 19:37:06
