Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
KAN,2000,QB,Elvis Grbac*,30,6,15,"326 for 547, 4,169 yards, 28 td, 14 int, & 30 rushes for 110 yards and 1 td",,Starters_1
KAN,2000,RB,Kimble Anders,34,9,7,"76 rushes for 331 yards, 2 td, & 15 catches for 76 yards and 0 td",,Starters_1
KAN,2000,FB,Tony Richardson,29,5,16,"147 rushes for 697 yards, 3 td, & 58 catches for 468 yards and 3 td",,Starters_1
KAN,2000,WR,Derrick Alexander,29,6,16,"78 catches for 1,391 yards, 10 td, & 3 rushes for 45 yards and 0 td",,Starters_1
KAN,2000,WR,Sylvester Morris,23,Rook,14,"48 catches for 678 yards, 3 td",,Starters_1
KAN,2000,TE,Tony Gonzalez*+,24,3,16,"93 catches for 1,203 yards, 9 td",,Starters_1
KAN,2000,LT,John Tait,25,1,15,1 fumble recovered,,Starters_1
KAN,2000,LG,Jeff Blackshear,31,7,15,,,Starters_1
KAN,2000,C,Tim Grunhard,32,10,15,1 fumble recovered,,Starters_1
KAN,2000,RG,Will Shields*,29,7,16,1 fumble recovered,,Starters_1
KAN,2000,RT,Victor Riley,26,2,16,,,Starters_1
KAN,2000,LDE,Eric Hicks,24,2,11,"14.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
KAN,2000,LDT,Chester McGlockton,31,8,15,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
KAN,2000,RDT,John Browning,27,4,16,"6.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
KAN,2000,RDE,Duane Clemons,26,4,12,"7.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
KAN,2000,LLB,Lewis Bush,31,7,8,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
KAN,2000,MLB,Marvcus Patton,33,10,15,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
KAN,2000,RLB,Donnie Edwards,27,4,16,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
KAN,2000,LCB,Pat Dennis,22,Rook,13,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
KAN,2000,RCB,James Hasty,35,12,16,"1.0 sacks, 4 interceptions, 2 fumbles recovered",,Starters_1
KAN,2000,SS,Greg Wesley,22,Rook,16,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
KAN,2000,FS,Jerome Woods,27,4,16,"2.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
