Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Matt Cassel*,28,5,15,"262 for 450, 3,116 yards, 27 td, 7 int, & 33 rushes for 125 yards and 0 td",,Starters_1,KAN,2010,2025-08-15 19:17:51
RB,Thomas Jones,32,10,10,"245 rushes for 896 yards, 6 td, & 14 catches for 122 yards and 0 td",,Starters_1,KAN,2010,2025-08-15 19:17:51
WR,Dwayne Bowe*,26,3,16,"72 catches for 1,162 yards, 15 td, & 1 rush for 4 yards and 0 td",,Starters_1,KAN,2010,2025-08-15 19:17:51
WR,Chris Chambers,32,9,7,"22 catches for 213 yards, 1 td",,Starters_1,KAN,2010,2025-08-15 19:17:51
WR,Dexter McCluster,21,Rook,7,"21 catches for 209 yards, 1 td, & 18 rushes for 71 yards and 0 td",,Starters_1,KAN,2010,2025-08-15 19:17:51
TE,Tony Moeaki,23,Rook,15,"47 catches for 556 yards, 3 td",,Starters_1,KAN,2010,2025-08-15 19:17:51
LT,Branden Albert,26,2,15,1 fumble recovered,,Starters_1,KAN,2010,2025-08-15 19:17:51
LG,Brian Waters*,33,10,16,,,Starters_1,KAN,2010,2025-08-15 19:17:51
C,Casey Wiegmann,37,13,16,2 fumbles recovered,,Starters_1,KAN,2010,2025-08-15 19:17:51
RG,Ryan Lilja,29,6,15,,,Starters_1,KAN,2010,2025-08-15 19:17:51
RT,Barry Richardson,24,2,16,,,Starters_1,KAN,2010,2025-08-15 19:17:51
LDE,Shaun Smith,29,6,10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
NT,Ron Edwards,31,9,15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
RDE,Glenn Dorsey,25,2,16,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
LOLB,Mike Vrabel,35,13,16,,,Starters_1,KAN,2010,2025-08-15 19:17:51
LILB,Jovan Belcher,23,1,15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
RILB,Derrick Johnson,28,5,16,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
ROLB,Tamba Hali,27,4,16,"14.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
LCB,Brandon Flowers,24,2,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
RCB,Brandon Carr,24,2,16,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
SS,Eric Berry*,22,Rook,16,"2.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
FS,Kendrick Lewis,22,Rook,10,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,KAN,2010,2025-08-15 19:17:51
