Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Patrick Mahomes*+,27,5,17,"435 for 648, 5,250 yards, 41 td, 12 int, & 61 rushes for 358 yards and 4 td",,Starters_1,KAN,2022,2025-08-15 19:19:28
RB,Isiah Pacheco,23,Rook,11,"170 rushes for 830 yards, 5 td, & 13 catches for 130 yards and 0 td",,Starters_1,KAN,2022,2025-08-15 19:19:28
WR,JuJu Smith-Schuster,26,5,14,"78 catches for 933 yards, 3 td",,Starters_1,KAN,2022,2025-08-15 19:19:28
WR,Marquez Valdes-Scantling,28,4,11,"42 catches for 687 yards, 2 td, & 1 rush for -3 yards and 0 td",,Starters_1,KAN,2022,2025-08-15 19:19:28
TE,Travis Kelce*+,33,9,17,"110 catches for 1,338 yards, 12 td, & 2 rushes for 5 yards and 0 td",,Starters_1,KAN,2022,2025-08-15 19:19:28
LT,Orlando Brown Jr.*,26,4,17,,,Starters_1,KAN,2022,2025-08-15 19:19:28
LG,Joe Thuney*,30,6,15,,,Starters_1,KAN,2022,2025-08-15 19:19:28
C,Creed Humphrey*,23,1,17,,,Starters_1,KAN,2022,2025-08-15 19:19:28
RG,Trey Smith,23,1,16,,,Starters_1,KAN,2022,2025-08-15 19:19:28
RT,Andrew Wylie,28,4,17,,,Starters_1,KAN,2022,2025-08-15 19:19:28
LDE,George Karlaftis III,21,Rook,17,"6.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
LDT,Derrick Nnadi,26,4,17,,,Starters_1,KAN,2022,2025-08-15 19:19:28
RDT,Chris Jones*+,28,6,17,"15.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
RDE,Frank Clark,29,7,15,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
LLB,Nick Bolton,22,1,17,"2.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
MLB,Willie Gay Jr.,24,2,13,"2.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
RLB,Leo Chenal,22,Rook,8,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
LCB,L'Jarius Sneed,25,2,17,"3.5 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
RCB,Trent McDuffie,22,Rook,11,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
SS,Juan Thornhill,27,3,16,"1.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
FS,Justin Reid,25,4,17,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,KAN,2022,2025-08-15 19:19:28
