Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Blake Bortles,22,Rook,13,"280 for 475, 2,908 yards, 11 td, 17 int, & 56 rushes for 419 yards and 0 td",,Starters_1,JAX,2014,2025-08-15 19:16:27
RB,Denard Robinson,24,1,9,"135 rushes for 582 yards, 4 td, & 23 catches for 124 yards and 0 td",,Starters_1,JAX,2014,2025-08-15 19:16:27
WR,Allen Hurns,23,Rook,8,"51 catches for 677 yards, 6 td",,Starters_1,JAX,2014,2025-08-15 19:16:27
WR,Marqise Lee,23,Rook,8,"37 catches for 422 yards, 1 td, & 3 rushes for 9 yards and 0 td",,Starters_1,JAX,2014,2025-08-15 19:16:27
WR,Cecil Shorts,27,3,12,"53 catches for 557 yards, 1 td",,Starters_1,JAX,2014,2025-08-15 19:16:27
TE,Marcedes Lewis,30,8,8,"18 catches for 206 yards, 2 td",,Starters_1,JAX,2014,2025-08-15 19:16:27
LT,Luke Joeckel,23,1,16,1 fumble recovered,,Starters_1,JAX,2014,2025-08-15 19:16:27
LG,Zane Beadles,28,4,16,,,Starters_1,JAX,2014,2025-08-15 19:16:27
C,Luke Bowanko,23,Rook,14,1 fumble recovered,,Starters_1,JAX,2014,2025-08-15 19:16:27
RG,Brandon Linder,22,Rook,15,,,Starters_1,JAX,2014,2025-08-15 19:16:27
RT,Austin Pasztor,24,2,8,,,Starters_1,JAX,2014,2025-08-15 19:16:27
LDE,Red Bryant,30,6,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
LDT,Roy Miller,27,5,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
RDT,Sen'Derrick Marks,27,5,16,"8.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
RDE,Chris Clemons,33,10,16,"8.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
LLB,Geno Hayes,27,6,11,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
MLB,J.T. Thomas,26,2,10,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
RLB,Telvin Smith,23,Rook,9,"2.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
LCB,Demetrius McCray,23,1,12,,,Starters_1,JAX,2014,2025-08-15 19:16:27
RCB,Dwayne Gratz,24,1,13,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
SS,Johnathan Cyprien,24,1,15,,,Starters_1,JAX,2014,2025-08-15 19:16:27
FS,Josh Evans,23,1,14,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,JAX,2014,2025-08-15 19:16:27
