Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Trevor Lawrence,25,3,10,"172 for 284, 2,045 yards, 11 td, 7 int, & 26 rushes for 119 yards and 3 td",,Starters_1,JAX,2024,2025-08-15 19:17:44
RB,Travis Etienne,25,2,15,"150 rushes for 558 yards, 2 td, & 39 catches for 254 yards and 0 td",,Starters_1,JAX,2024,2025-08-15 19:17:44
WR,Gabriel Davis,25,4,9,"20 catches for 239 yards, 2 td",,Starters_1,JAX,2024,2025-08-15 19:17:44
WR,Brian Thomas*,22,Rook,16,"87 catches for 1,282 yards, 10 td, & 6 rushes for 48 yards and 0 td",,Starters_1,JAX,2024,2025-08-15 19:17:44
TE,Evan Engram,30,7,9,"47 catches for 365 yards, 1 td",,Starters_1,JAX,2024,2025-08-15 19:17:44
TE,Brenton Strange,24,1,10,"40 catches for 411 yards, 2 td",,Starters_1,JAX,2024,2025-08-15 19:17:44
LT,Walker Little,25,3,8,,,Starters_1,JAX,2024,2025-08-15 19:17:44
LG,Ezra Cleveland,26,4,15,,,Starters_1,JAX,2024,2025-08-15 19:17:44
C,Mitch Morse,32,9,17,1 fumble recovered,,Starters_1,JAX,2024,2025-08-15 19:17:44
RG,Brandon Scherff,33,9,17,,,Starters_1,JAX,2024,2025-08-15 19:17:44
RT,Anton Harrison,22,1,16,,,Starters_1,JAX,2024,2025-08-15 19:17:44
LDE,Josh Hines-Allen,27,5,16,"8.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,JAX,2024,2025-08-15 19:17:44
LDT,Tyler Lacy,25,1,8,,,Starters_1,JAX,2024,2025-08-15 19:17:44
RDT,DaVon Hamilton,27,4,14,,,Starters_1,JAX,2024,2025-08-15 19:17:44
RDE,Travon Walker,24,2,17,"10.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,JAX,2024,2025-08-15 19:17:44
LLB,Ventrell Miller,25,1,9,,,Starters_1,JAX,2024,2025-08-15 19:17:44
MLB,Foyesade Oluokun,29,6,13,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,JAX,2024,2025-08-15 19:17:44
RLB,Devin Lloyd,26,2,16,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,JAX,2024,2025-08-15 19:17:44
LCB,Ronald Darby,30,9,12,,,Starters_1,JAX,2024,2025-08-15 19:17:44
RCB,Tyson Campbell,24,3,12,,,Starters_1,JAX,2024,2025-08-15 19:17:44
SS,Andre Cisco,24,3,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,JAX,2024,2025-08-15 19:17:44
FS,Darnell Savage Jr.,27,5,13,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,JAX,2024,2025-08-15 19:17:44
