Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
JAX,2009,QB,David Garrard*,31,7,16,"314 for 516, 3,597 yards, 15 td, 10 int, & 77 rushes for 323 yards and 3 td",,Starters_1
JAX,2009,RB,Maurice Jones-Drew*,24,3,16,"312 rushes for 1,391 yards, 15 td, & 53 catches for 374 yards and 1 td",,Starters_1
JAX,2009,WR,Torry Holt,33,10,12,"51 catches for 722 yards, 0 td",,Starters_1
JAX,2009,WR,Mike Sims-Walker,25,1,14,"63 catches for 869 yards, 7 td",,Starters_1
JAX,2009,TE,Marcedes Lewis,25,3,15,"32 catches for 518 yards, 2 td",,Starters_1
JAX,2009,TE,Ernest Wilford,30,5,7,"11 catches for 123 yards, 1 td",,Starters_1
JAX,2009,LT,Eugene Monroe,22,Rook,13,,,Starters_1
JAX,2009,LG,Vince Manuwai,29,6,16,1 fumble recovered,,Starters_1
JAX,2009,C,Brad Meester,32,9,16,,,Starters_1
JAX,2009,RG,Uche Nwaneri,25,2,13,,,Starters_1
JAX,2009,RT,Eben Britton,22,Rook,15,1 fumble recovered,,Starters_1
JAX,2009,LDE,Quentin Groves,25,1,7,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
JAX,2009,LDT,John Henderson,30,7,15,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
JAX,2009,RDT,Terrance Knighton,23,Rook,16,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
JAX,2009,RDE,Derrick Harvey,23,1,16,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
JAX,2009,LLB,Daryl Smith,27,5,16,"1.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1
JAX,2009,MLB,Justin Durant,24,2,13,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
JAX,2009,RLB,Clint Ingram,26,3,12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
JAX,2009,LCB,Derek Cox,23,Rook,16,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
JAX,2009,RCB,Rashean Mathis,29,6,10,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
JAX,2009,SS,Gerald Alexander,25,2,10,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
JAX,2009,FS,Reggie Nelson,26,2,14,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
