Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Jalen Hurts,23,1,15,"265 for 432, 3,144 yards, 16 td, 9 int, & 139 rushes for 784 yards and 10 td",,Starters_1,PHI,2021,2025-08-15 19:35:44
RB,Miles Sanders,24,2,12,"137 rushes for 754 yards, 0 td, & 26 catches for 158 yards and 0 td",,Starters_1,PHI,2021,2025-08-15 19:35:44
WR,Jalen Reagor,22,1,13,"33 catches for 299 yards, 2 td, & 10 rushes for 32 yards and 0 td",,Starters_1,PHI,2021,2025-08-15 19:35:44
WR,DeVonta Smith,23,Rook,16,"64 catches for 916 yards, 5 td",,Starters_1,PHI,2021,2025-08-15 19:35:44
WR,Quez Watkins,23,1,12,"43 catches for 647 yards, 1 td, & 1 rush for 3 yards and 0 td",,Starters_1,PHI,2021,2025-08-15 19:35:44
TE,Dallas Goedert,26,3,14,"56 catches for 830 yards, 4 td",,Starters_1,PHI,2021,2025-08-15 19:35:44
LT,Jordan Mailata,24,1,14,,,Starters_1,PHI,2021,2025-08-15 19:35:44
LG,Landon Dickerson,23,Rook,13,,,Starters_1,PHI,2021,2025-08-15 19:35:44
C,Jason Kelce*+,34,10,17,1 fumble recovered,,Starters_1,PHI,2021,2025-08-15 19:35:44
RG,Jack Driscoll,24,1,9,,,Starters_1,PHI,2021,2025-08-15 19:35:44
RT,Lane Johnson,31,8,13,,,Starters_1,PHI,2021,2025-08-15 19:35:44
LDE,Josh Sweat*,24,3,13,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
LDT,Javon Hargrave*,28,5,16,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
RDT,Fletcher Cox,31,9,16,"3.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
RDE,Derek Barnett,25,4,15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
LLB,Genard Avery,26,3,12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
MLB,T.J. Edwards,25,2,14,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
RLB,Alex Singleton,28,2,8,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
LCB,Steven Nelson,28,6,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
RCB,Darius Slay*,30,8,16,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
SS,Rodney McLeod,31,9,13,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
FS,Anthony Harris,30,6,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2021,2025-08-15 19:35:44
