Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
PHI,1989,QB,Randall Cunningham*,26,4,16,"290 for 532, 3,400 yards, 21 td, 15 int, & 104 rushes for 621 yards and 4 td",,Starters_1
PHI,1989,RB,Keith Byars,26,3,15,"133 rushes for 452 yards, 5 td, & 68 catches for 721 yards and 0 td",,Starters_1
PHI,1989,FB,Anthony Toney,27,3,14,"172 rushes for 582 yards, 3 td, & 19 catches for 124 yards and 0 td",,Starters_1
PHI,1989,WR,Cris Carter,24,2,15,"45 catches for 605 yards, 11 td, & 2 rushes for 16 yards and 0 td",,Starters_1
PHI,1989,WR,Ron Johnson,31,4,9,"20 catches for 295 yards, 1 td, & 1 rush for 3 yards and 0 td",,Starters_1
PHI,1989,TE,Keith Jackson*+,24,1,12,"63 catches for 648 yards, 3 td",,Starters_1
PHI,1989,LT,Matt Darwin,26,3,12,,,Starters_1
PHI,1989,LG,Mike Schad,26,2,16,,,Starters_1
PHI,1989,C,David Alexander,25,2,16,1 fumble recovered,,Starters_1
PHI,1989,RG,Ron Solt,27,5,12,,,Starters_1
PHI,1989,RT,Ron Heller,27,5,16,,,Starters_1
PHI,1989,LDE,Reggie White*+,28,4,16,"11.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
PHI,1989,LDT,Mike Pitts,29,6,16,"7.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
PHI,1989,RDT,Jerome Brown,24,2,16,"10.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
PHI,1989,RDE,Clyde Simmons,25,3,16,"15.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
PHI,1989,LLB,Seth Joyner,25,3,14,"5.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
PHI,1989,MLB,Byron Evans,25,2,16,"2.0 sacks, 3 interceptions, 3 fumbles recovered",,Starters_1
PHI,1989,RLB,Al Harris,33,10,16,"2.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
PHI,1989,LCB,Izel Jenkins,25,1,13,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
PHI,1989,RCB,Eric Allen*+,24,1,15,"0.0 sacks, 8 interceptions, 0 fumbles recovered",,Starters_1
PHI,1989,SS,Andre Waters,27,5,13,"1.0 sacks, 1 interception, 3 fumbles recovered",,Starters_1
PHI,1989,FS,Wes Hopkins,28,6,15,"3.5 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
