Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Carson Wentz,26,2,11,"279 for 401, 3,074 yards, 21 td, 7 int, & 34 rushes for 93 yards and 0 td",,Starters_1,PHI,2018,2025-08-15 19:35:19
RB,Wendell Smallwood,24,2,6,"87 rushes for 364 yards, 3 td, & 28 catches for 230 yards and 2 td",,Starters_1,PHI,2018,2025-08-15 19:35:19
WR,Nelson Agholor,25,3,16,"64 catches for 736 yards, 4 td, & 3 rushes for 32 yards and 0 td",,Starters_1,PHI,2018,2025-08-15 19:35:19
WR,Alshon Jeffery,28,6,13,"65 catches for 843 yards, 6 td",,Starters_1,PHI,2018,2025-08-15 19:35:19
TE,Zach Ertz*,28,5,16,"116 catches for 1,163 yards, 8 td",,Starters_1,PHI,2018,2025-08-15 19:35:19
TE,Dallas Goedert,23,Rook,8,"33 catches for 334 yards, 4 td",,Starters_1,PHI,2018,2025-08-15 19:35:19
LT,Jason Peters,36,14,16,,,Starters_1,PHI,2018,2025-08-15 19:35:19
LG,Isaac Seumalo,25,2,9,,,Starters_1,PHI,2018,2025-08-15 19:35:19
C,Jason Kelce+,31,7,16,,,Starters_1,PHI,2018,2025-08-15 19:35:19
RG,Brandon Brooks*,29,6,16,,,Starters_1,PHI,2018,2025-08-15 19:35:19
RT,Lane Johnson*,28,5,15,,,Starters_1,PHI,2018,2025-08-15 19:35:19
LDE,Michael Bennett,33,9,10,"9.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
LDT,Haloti Ngata,34,12,9,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
RDT,Fletcher Cox*+,28,6,16,"10.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
RDE,Brandon Graham,30,8,16,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
LLB,Kamu Grugier-Hill,24,2,10,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
MLB,Jordan Hicks,26,3,12,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
RLB,Nigel Bradham,29,6,15,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
LCB,Jalen Mills,24,2,8,,,Starters_1,PHI,2018,2025-08-15 19:35:19
RCB,Ronald Darby,24,3,9,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
SS,Corey Graham,33,11,9,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
FS,Malcolm Jenkins*,31,9,16,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,PHI,2018,2025-08-15 19:35:19
