Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
PHI,1983,QB,Ron Jaworski,32,9,16,"235 for 446, 3,315 yards, 20 td, 18 int, & 25 rushes for 129 yards and 1 td",,Starters_1
PHI,1983,RB,Michael Williams,22,Rook,9,"103 rushes for 385 yards, 0 td, & 17 catches for 142 yards and 0 td",,Starters_1
PHI,1983,FB,Hubie Oliver,26,2,16,"121 rushes for 434 yards, 1 td, & 49 catches for 421 yards and 2 td",,Starters_1
PHI,1983,WR,Harold Carmichael,34,12,11,"38 catches for 515 yards, 3 td",,Starters_1
PHI,1983,WR,Mike Quick*+,24,1,16,"69 catches for 1,409 yards, 13 td",,Starters_1
PHI,1983,TE,Vyto Kab,24,1,14,"18 catches for 195 yards, 1 td",,Starters_1
PHI,1983,LT,Stan Walters,35,11,10,2 fumbles recovered,,Starters_1
PHI,1983,LG,Steve Kenney,28,3,16,,,Starters_1
PHI,1983,C,Guy Morriss,32,10,16,,,Starters_1
PHI,1983,RG,Ron Baker,29,5,16,1 fumble recovered,,Starters_1
PHI,1983,RT,Jerry Sisemore,32,10,13,,,Starters_1
PHI,1983,LDE,Dennis Harrison,27,5,16,"11.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
PHI,1983,NT,Ken Clarke,27,5,16,"1.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
PHI,1983,RDE,Carl Hairston,31,7,11,"5.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
PHI,1983,LOLB,Reggie Wilkes,27,5,12,,,Starters_1
PHI,1983,LILB,Jerry Robinson,27,4,16,"1.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
PHI,1983,RILB,Anthony Griggs,23,1,16,"1.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
PHI,1983,ROLB,Joel Williams,27,4,16,"2.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
PHI,1983,LCB,Roynell Young,26,3,16,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
PHI,1983,RCB,Herm Edwards,29,6,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
PHI,1983,SS,Randy Logan,32,10,12,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
PHI,1983,FS,Wes Hopkins,22,Rook,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
