Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Carson Wentz,28,4,12,"251 for 437, 2,620 yards, 16 td, 15 int, & 52 rushes for 276 yards and 5 td",,Starters_1,PHI,2020,2025-08-15 19:35:35
RB,Miles Sanders,23,1,11,"164 rushes for 867 yards, 6 td, & 28 catches for 197 yards and 0 td",,Starters_1,PHI,2020,2025-08-15 19:35:35
WR,Travis Fulgham,25,1,8,"38 catches for 539 yards, 4 td",,Starters_1,PHI,2020,2025-08-15 19:35:35
WR,Jalen Reagor,21,Rook,11,"31 catches for 396 yards, 1 td, & 4 rushes for 26 yards and 0 td",,Starters_1,PHI,2020,2025-08-15 19:35:35
TE,Zach Ertz,30,7,11,"36 catches for 335 yards, 1 td",,Starters_1,PHI,2020,2025-08-15 19:35:35
TE,Dallas Goedert,25,2,9,"46 catches for 524 yards, 3 td",,Starters_1,PHI,2020,2025-08-15 19:35:35
LT,Jordan Mailata,23,1,10,1 fumble recovered,,Starters_1,PHI,2020,2025-08-15 19:35:35
LG,Isaac Seumalo,27,4,9,1 fumble recovered,,Starters_1,PHI,2020,2025-08-15 19:35:35
C,Jason Kelce*,33,9,16,2 fumbles recovered,,Starters_1,PHI,2020,2025-08-15 19:35:35
RG,Nate Herbig,22,1,12,,,Starters_1,PHI,2020,2025-08-15 19:35:35
RT,Lane Johnson,30,7,7,,,Starters_1,PHI,2020,2025-08-15 19:35:35
LDE,Derek Barnett,24,3,10,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
LDT,Javon Hargrave,27,4,11,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
RDT,Fletcher Cox*,30,8,15,"6.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
RDE,Brandon Graham*,32,10,16,"8.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
LLB,Alex Singleton,27,1,11,"2.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
MLB,T.J. Edwards,24,1,12,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
RLB,Duke Riley,26,3,8,"0.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
LCB,Avonte Maddox,24,2,8,,,Starters_1,PHI,2020,2025-08-15 19:35:35
RCB,Darius Slay,29,7,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
SS,Rodney McLeod,30,8,13,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
FS,Jalen Mills,26,4,15,"1.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,PHI,2020,2025-08-15 19:35:35
