Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Baker Mayfield*,29,6,17,"407 for 570, 4,500 yards, 41 td, 16 int, & 60 rushes for 378 yards and 3 td",,Starters_1,TAM,2024,2025-08-15 19:50:10
RB,Rachaad White,25,2,15,"144 rushes for 613 yards, 3 td, & 51 catches for 393 yards and 6 td",,Starters_1,TAM,2024,2025-08-15 19:50:10
WR,Mike Evans*,31,10,14,"74 catches for 1,004 yards, 11 td",,Starters_1,TAM,2024,2025-08-15 19:50:10
WR,Jalen McMillan,23,Rook,12,"37 catches for 461 yards, 8 td, & 4 rushes for 43 yards and 0 td",,Starters_1,TAM,2024,2025-08-15 19:50:10
TE,Payne Durham,24,1,6,"11 catches for 115 yards, 2 td",,Starters_1,TAM,2024,2025-08-15 19:50:10
TE,Cade Otton,25,2,14,"59 catches for 600 yards, 4 td, & 1 rush for -4 yards and 0 td",,Starters_1,TAM,2024,2025-08-15 19:50:10
LT,Tristan Wirfs*+,25,4,16,,,Starters_1,TAM,2024,2025-08-15 19:50:10
LG,Ben Bredeson,26,4,17,,,Starters_1,TAM,2024,2025-08-15 19:50:10
C,Graham Barton,22,Rook,16,,,Starters_1,TAM,2024,2025-08-15 19:50:10
RG,Cody Mauch,25,1,17,,,Starters_1,TAM,2024,2025-08-15 19:50:10
RT,Luke Goedeke,26,2,13,,,Starters_1,TAM,2024,2025-08-15 19:50:10
LDE,Calijah Kancey,23,1,12,"7.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
NT,Vita Vea*,29,6,16,"7.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
RDE,Logan Hall,24,2,10,"5.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
LOLB,Joe Tryon-Shoyinka,25,3,11,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
LILB,Lavonte David,34,12,17,"5.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
RILB,K.J. Britt,25,3,11,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
LCB,Jamel Dean,28,5,12,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
RCB,Zyon McCollum,25,2,17,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
SS,Christian Izien,24,1,10,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
SS,Antoine Winfield Jr.,26,4,9,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,TAM,2024,2025-08-15 19:50:10
FS,Jordan Whitehead,27,6,12,,,Starters_1,TAM,2024,2025-08-15 19:50:10
