Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
TAM,1985,QB,Steve DeBerg,31,7,11,"197 for 370, 2,488 yards, 19 td, 18 int, & 9 rushes for 28 yards and 0 td",,Starters_1
TAM,1985,RB,James Wilder,27,4,16,"365 rushes for 1,300 yards, 10 td, & 53 catches for 341 yards and 0 td",,Starters_1
TAM,1985,WR,Gerald Carter,28,5,16,"40 catches for 557 yards, 3 td, & 1 rush for 13 yards and 0 td",,Starters_1
TAM,1985,WR,Kevin House,28,5,16,"44 catches for 803 yards, 5 td",,Starters_1
TAM,1985,TE,Jerry Bell,26,3,9,"43 catches for 496 yards, 2 td",,Starters_1
TAM,1985,TE,Jimmie Giles*,31,8,16,"43 catches for 673 yards, 8 td",,Starters_1
TAM,1985,LT,George Yarno,28,6,12,,,Starters_1
TAM,1985,LG,Steve Courson,30,7,13,1 fumble recovered,,Starters_1
TAM,1985,C,Randy Grimes,25,2,16,,,Starters_1
TAM,1985,RG,Sean Farrell,25,3,14,,,Starters_1
TAM,1985,RT,Ron Heller,23,1,16,,,Starters_1
TAM,1985,LDE,John Cannon,25,3,16,"4.5 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
TAM,1985,NT,David Logan,29,6,16,"6.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
TAM,1985,RDE,Ron Holmes,22,Rook,14,"4.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
TAM,1985,LOLB,Ervin Randle,23,Rook,7,"1.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
TAM,1985,LILB,Jeff Davis,25,3,16,"2.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1
TAM,1985,RILB,Scot Brantley,27,5,13,,,Starters_1
TAM,1985,ROLB,Chris Washington,23,1,16,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
TAM,1985,LCB,Jeremiah Castille,24,2,16,"0.0 sacks, 7 interceptions, 2 fumbles recovered",,Starters_1
TAM,1985,RCB,John Holt,26,4,16,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
TAM,1985,SS,David Greenwood,25,1,9,"3.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1
TAM,1985,FS,Ivory Sully,28,6,16,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
