Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
TAM,1994,QB,Craig Erickson,25,2,15,"225 for 399, 2,919 yards, 16 td, 10 int, & 26 rushes for 68 yards and 1 td",,Starters_1
TAM,1994,RB,Errict Rhett,24,Rook,8,"284 rushes for 1,011 yards, 7 td, & 22 catches for 119 yards and 0 td",,Starters_1
TAM,1994,FB,Anthony McDowell,26,2,11,"21 rushes for 58 yards, 0 td, & 29 catches for 193 yards and 1 td",,Starters_1
TAM,1994,WR,Courtney Hawkins,25,2,12,"37 catches for 438 yards, 5 td",,Starters_1
TAM,1994,WR,Charles Wilson,26,4,7,"31 catches for 652 yards, 6 td, & 2 rushes for 15 yards and 0 td",,Starters_1
TAM,1994,TE,Jackie Harris,26,4,9,"26 catches for 337 yards, 3 td",,Starters_1
TAM,1994,LT,Paul Gruber,29,6,16,1 fumble recovered,,Starters_1
TAM,1994,LG,Charles McRae,26,3,10,,,Starters_1
TAM,1994,C,Tony Mayberry,27,4,16,1 fumble recovered,,Starters_1
TAM,1994,RG,Ian Beckles,27,4,16,2 fumbles recovered,,Starters_1
TAM,1994,RT,Scott Dill,28,6,16,,,Starters_1
TAM,1994,LDE,Chidi Ahanotu,24,1,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
TAM,1994,LDT,Brad Culpepper,25,2,15,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
TAM,1994,RDT,Santana Dotson,25,2,9,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
TAM,1994,RDE,Eric Curry,24,1,14,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
TAM,1994,LLB,Lonnie Marts,26,3,14,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
TAM,1994,MLB,Hardy Nickerson,29,7,14,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
TAM,1994,RLB,Barney Bussey,32,8,15,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
TAM,1994,LCB,Martin Mayhew,29,5,16,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
TAM,1994,RCB,Charles Dimry,28,6,16,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
TAM,1994,SS,Marty Carter,25,3,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
TAM,1994,FS,Thomas Everett,30,7,15,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
