Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Jameis Winston,24,3,9,"244 for 378, 2,992 yards, 19 td, 14 int, & 49 rushes for 281 yards and 1 td",,Starters_1,TAM,2018,2025-08-15 19:49:24
RB,Peyton Barber,24,2,16,"234 rushes for 871 yards, 5 td, & 20 catches for 92 yards and 1 td",,Starters_1,TAM,2018,2025-08-15 19:49:24
WR,Mike Evans*,25,4,16,"86 catches for 1,524 yards, 8 td",,Starters_1,TAM,2018,2025-08-15 19:49:24
WR,Adam Humphries,25,3,10,"76 catches for 816 yards, 5 td, & 2 rushes for 11 yards and 0 td",,Starters_1,TAM,2018,2025-08-15 19:49:24
WR,DeSean Jackson,32,10,10,"41 catches for 774 yards, 4 td, & 6 rushes for 29 yards and 1 td",,Starters_1,TAM,2018,2025-08-15 19:49:24
TE,O.J. Howard,24,1,8,"34 catches for 565 yards, 5 td",,Starters_1,TAM,2018,2025-08-15 19:49:24
LT,Donovan Smith,25,3,16,,,Starters_1,TAM,2018,2025-08-15 19:49:24
LG,Ali Marpet,25,3,16,,,Starters_1,TAM,2018,2025-08-15 19:49:24
C,Ryan Jensen,27,4,16,1 fumble recovered,,Starters_1,TAM,2018,2025-08-15 19:49:24
RG,Caleb Benenoch,24,2,16,,,Starters_1,TAM,2018,2025-08-15 19:49:24
RT,Demar Dotson,33,9,15,,,Starters_1,TAM,2018,2025-08-15 19:49:24
LDE,Carl Nassib,25,2,9,"6.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2018,2025-08-15 19:49:24
LDT,Gerald McCoy,30,8,14,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2018,2025-08-15 19:49:24
RDT,Beau Allen,27,4,8,,,Starters_1,TAM,2018,2025-08-15 19:49:24
RDE,Jason Pierre-Paul,29,8,16,"12.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,TAM,2018,2025-08-15 19:49:24
LLB,Devante Bond,25,1,4,,,Starters_1,TAM,2018,2025-08-15 19:49:24
MLB,Adarius Taylor,28,4,10,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,TAM,2018,2025-08-15 19:49:24
RLB,Lavonte David,28,6,14,"3.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,TAM,2018,2025-08-15 19:49:24
LCB,Carlton Davis,22,Rook,12,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,TAM,2018,2025-08-15 19:49:24
RCB,Brent Grimes,35,11,13,,,Starters_1,TAM,2018,2025-08-15 19:49:24
SS,Jordan Whitehead,21,Rook,11,,,Starters_1,TAM,2018,2025-08-15 19:49:24
FS,Justin Evans,23,1,10,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,TAM,2018,2025-08-15 19:49:24
