Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Jameis Winston,23,2,13,"282 for 442, 3,504 yards, 19 td, 11 int, & 33 rushes for 135 yards and 1 td",,Starters_1,TAM,2017,2025-08-15 19:49:18
RB,Doug Martin,28,5,8,"138 rushes for 406 yards, 3 td, & 9 catches for 84 yards and 0 td",,Starters_1,TAM,2017,2025-08-15 19:49:18
WR,Mike Evans,24,3,15,"71 catches for 1,001 yards, 5 td",,Starters_1,TAM,2017,2025-08-15 19:49:18
WR,DeSean Jackson,31,9,13,"50 catches for 668 yards, 3 td, & 3 rushes for 38 yards and 0 td",,Starters_1,TAM,2017,2025-08-15 19:49:18
TE,Cameron Brate,26,3,5,"48 catches for 591 yards, 6 td",,Starters_1,TAM,2017,2025-08-15 19:49:18
TE,O.J. Howard,23,Rook,14,"26 catches for 432 yards, 6 td",,Starters_1,TAM,2017,2025-08-15 19:49:18
LT,Donovan Smith,24,2,16,1 fumble recovered,,Starters_1,TAM,2017,2025-08-15 19:49:18
LG,Kevin Pamphile,27,3,15,,,Starters_1,TAM,2017,2025-08-15 19:49:18
C,Ali Marpet,24,2,11,,,Starters_1,TAM,2017,2025-08-15 19:49:18
RG,J.R. Sweezy,28,5,14,,,Starters_1,TAM,2017,2025-08-15 19:49:18
RT,Demar Dotson,32,8,11,,,Starters_1,TAM,2017,2025-08-15 19:49:18
LDE,Robert Ayers,32,8,10,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
LDT,Gerald McCoy*,29,7,15,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
RDT,Chris Baker,30,8,14,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
RDE,William Gholston,26,4,10,,,Starters_1,TAM,2017,2025-08-15 19:49:18
MLB,Kwon Alexander*,23,2,12,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
RLB,Lavonte David,27,5,13,"0.0 sacks, 0 interceptions, 5 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
LCB,Vernon Hargreaves III,22,1,8,,,Starters_1,TAM,2017,2025-08-15 19:49:18
CB,Robert McClain,29,7,9,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
RCB,Brent Grimes,34,10,13,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
SS,Chris Conte,28,6,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
FS,Justin Evans,22,Rook,11,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,TAM,2017,2025-08-15 19:49:18
