combination_date,input_directory,output_directory,total_records,teams_count,years_range,years_covered,teams_covered,avg_records_per_team,avg_records_per_year,total_weeks_missed_all_teams,avg_weeks_missed_per_team_year,total_players_injured_all_teams,avg_players_injured_per_team_year
2025-08-15 16:59:32,data\raw\Injuries,data\final,480,32,2010-2024,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","['ATL', 'BUF', 'CAR', 'CHI', 'CIN', 'CLE', 'CLT', 'CRD', 'DAL', 'DEN', 'DET', 'GNB', 'HTX', 'JAX', 'KAN', 'MIA', 'MIN', 'NOR', 'NWE', 'NYG', 'NYJ', 'OTI', 'PHI', 'PIT', 'RAI', 'RAM', 'RAV', 'SDG', 'SEA', 'SFO', 'TAM', 'WAS']",15.0,32.0,75218,156.70416666666668,20035,41.739583333333336
