Team,Year,Actual_Win_Pct,Predicted_With_Coach,Predicted_Replacement,Coaching_WAR,Predicted_Impact,Prediction_Error_Coach,Prediction_Error_Replacement,WAR_SE,Primary_Coach,Combined_Coach,WAR_Percentile
DAL,1993,0.75,0.7128079,0.6611437,0.0888562798500061,0.051664174,0.03719210624694824,0.0888562798500061,2.076191738337326,Jimmy Johnson,Jimmy Johnson,78.31398900427612
GNB,1980,0.3438,0.24142122,0.25502366,0.08877634172439575,-0.013602436,0.10237877731323242,0.08877634172439575,2.076191738337326,Bart Starr,Bart Starr,78.25290164935859
CLT,1978,0.3125,0.24261963,0.22378334,0.08871665596961975,0.01883629,0.06988036632537842,0.08871665596961975,2.076191738337326,Ted Marchibroda,Ted Marchibroda,78.19181429444106
CRD,2017,0.5,0.4578391,0.41132185,0.08867815136909485,0.046517253,0.04216089844703674,0.08867815136909485,2.076191738337326,Bruce Arians,Bruce Arians,78.13072693952353
DEN,2002,0.5625,0.5042276,0.47419003,0.08830997347831726,0.030037552,0.05827242136001587,0.08830997347831726,2.076191738337326,Mike Shanahan,Mike Shanahan,78.069639584606
NWE,1984,0.625,0.54930717,0.5368052,0.08819478750228882,0.012501955,0.07569283246994019,0.08819478750228882,2.076191738337326,Ron Meyer,Raymond Berry / Ron Meyer,78.00855222968846
DAL,1977,0.8571,0.8228179,0.76931584,0.08778416118621823,0.053502083,0.0342820783615112,0.08778416118621823,2.076191738337326,Tom Landry,Tom Landry,77.94746487477092
DAL,1980,0.75,0.71671575,0.6625564,0.08744359016418457,0.054159343,0.03328424692153931,0.08744359016418457,2.076191738337326,Tom Landry,Tom Landry,77.88637751985338
NWE,2019,0.75,0.68720925,0.662678,0.08732199668884277,0.024531245,0.06279075145721436,0.08732199668884277,2.076191738337326,Bill Belichick,Bill Belichick,77.82529016493585
PIT,1975,0.8571,0.8055068,0.7699691,0.08713089427947995,0.03553772,0.05159317455291745,0.08713089427947995,2.076191738337326,Chuck Noll,Chuck Noll,77.76420281001832
DAL,1975,0.7143,0.7071277,0.6275923,0.08670767478942876,0.079535365,0.007172309684753464,0.08670767478942876,2.076191738337326,Tom Landry,Tom Landry,77.70311545510079
BUF,1981,0.625,0.57103044,0.5389348,0.08606517314910889,0.03209561,0.05396956205368042,0.08606517314910889,2.076191738337326,Chuck Knox,Chuck Knox,77.64202810018325
ATL,2008,0.6875,0.57003015,0.60146916,0.08603084087371826,-0.031439006,0.11746984720230103,0.08603084087371826,2.076191738337326,Mike Smith,Mike Smith,77.58094074526572
BUF,1983,0.5,0.42513746,0.4139935,0.08600649237632751,0.011143953,0.074862539768219,0.08600649237632751,2.076191738337326,Kay Stephenson,Kay Stephenson,77.5198533903482
SEA,2017,0.5625,0.5069758,0.47691688,0.08558312058448792,0.03005895,0.05552417039871216,0.08558312058448792,2.076191738337326,Pete Carroll,Pete Carroll,77.45876603543067
DEN,2003,0.625,0.568649,0.53945994,0.0855400562286377,0.02918905,0.05635100603103638,0.0855400562286377,2.076191738337326,Mike Shanahan,Mike Shanahan,77.39767868051314
PIT,2012,0.5,0.46344215,0.41454604,0.08545395731925964,0.048896104,0.03655785322189331,0.08545395731925964,2.076191738337326,Mike Tomlin,Mike Tomlin,77.3365913255956
GNB,1972,0.7143,0.6614125,0.6291047,0.08519532613754277,0.032307804,0.05288752250671391,0.08519532613754277,2.076191738337326,Dan Devine,Dan Devine,77.27550397067807
NOR,2020,0.75,0.68922234,0.6655082,0.0844917893409729,0.023714125,0.06077766418457031,0.0844917893409729,2.076191738337326,Sean Payton,Sean Payton,77.21441661576054
PHI,2010,0.625,0.5758537,0.5409635,0.08403652906417847,0.034890234,0.049146294593811035,0.08403652906417847,2.076191738337326,Andy Reid,Andy Reid,77.15332926084301
DEN,2012,0.8125,0.7227882,0.72889405,0.08360594511032104,-0.00610584,0.08971178531646729,0.08360594511032104,2.076191738337326,John Fox,John Fox,77.09224190592548
CLE,1987,0.6667,0.63922596,0.58314735,0.08355265302658077,0.056078613,0.027474040222167928,0.08355265302658077,2.076191738337326,Marty Schottenheimer,Marty Schottenheimer,77.03115455100794
SDG,2018,0.75,0.67058057,0.6665804,0.08341962099075317,0.004000187,0.07941943407058716,0.08341962099075317,2.076191738337326,Anthony Lynn,Anthony Lynn,76.97006719609041
WAS,2021,0.4118,0.34247375,0.32851467,0.08328533463478088,0.01395908,0.06932625465393066,0.08328533463478088,2.076191738337326,Ron Rivera,Ron Rivera,76.90897984117288
MIA,1991,0.5,0.45347056,0.4168973,0.08310270309448242,0.03657326,0.04652944207191467,0.08310270309448242,2.076191738337326,Don Shula,Don Shula,76.84789248625535
BUF,1995,0.625,0.5827942,0.5420977,0.08290231227874756,0.0406965,0.042205810546875,0.08290231227874756,2.076191738337326,Marv Levy,Marv Levy,76.78680513133781
CHI,1986,0.875,0.81259483,0.7923539,0.08264607191085815,0.020240903,0.062405169010162354,0.08264607191085815,2.076191738337326,Mike Ditka,Mike Ditka,76.72571777642028
CLE,1973,0.5714,0.4994914,0.48878443,0.08261556758880617,0.010706961,0.07190860643386843,0.08261556758880617,2.076191738337326,Nick Skorich,Nick Skorich,76.66463042150275
RAV,2018,0.625,0.5822631,0.5424447,0.08255529403686523,0.039818406,0.04273688793182373,0.08255529403686523,2.076191738337326,John Harbaugh,John Harbaugh,76.60354306658522
DET,1989,0.4375,0.34520906,0.35504144,0.08245855569839478,-0.009832382,0.09229093790054321,0.08245855569839478,2.076191738337326,Wayne Fontes,Wayne Fontes,76.54245571166769
WAS,2018,0.4375,0.35870242,0.35506272,0.08243727684020996,0.003639698,0.07879757881164551,0.08243727684020996,2.076191738337326,Jay Gruden,Jay Gruden,76.48136835675015
CRD,1996,0.4375,0.37564576,0.3552919,0.08220809698104858,0.020353854,0.06185424327850342,0.08220809698104858,2.076191738337326,Vince Tobin,Vince Tobin,76.42028100183262
DAL,2018,0.625,0.5476145,0.5428741,0.08212590217590332,0.004740417,0.07738548517227173,0.08212590217590332,2.076191738337326,Jason Garrett,Jason Garrett,76.35919364691509
SEA,1988,0.5625,0.5389167,0.4804402,0.08205980062484741,0.058476508,0.023583292961120605,0.08205980062484741,2.076191738337326,Chuck Knox,Chuck Knox,76.29810629199756
NYJ,1986,0.625,0.57268035,0.5430464,0.08195358514785767,0.02963394,0.05231964588165283,0.08195358514785767,2.076191738337326,Joe Walton,Joe Walton,76.23701893708002
WAS,1991,0.875,0.81867427,0.793441,0.08155900239944458,0.025233269,0.05632573366165161,0.08155900239944458,2.076191738337326,Joe Gibbs,Joe Gibbs,76.17593158216249
CHI,2018,0.75,0.6910391,0.6687113,0.08128869533538818,0.02232778,0.058960914611816406,0.08128869533538818,2.076191738337326,Matt Nagy,Matt Nagy,76.11484422724496
DAL,2017,0.5625,0.48935342,0.48123622,0.08126378059387207,0.008117199,0.07314658164978027,0.08126378059387207,2.076191738337326,Jason Garrett,Jason Garrett,76.05375687232743
MIA,2010,0.4375,0.35449922,0.35647768,0.08102232217788696,-0.001978457,0.0830007791519165,0.08102232217788696,2.076191738337326,Tony Sparano,Tony Sparano,75.9926695174099
PIT,1997,0.6875,0.6243744,0.60683763,0.08066236972808838,0.01753676,0.0631256103515625,0.08066236972808838,2.076191738337326,Bill Cowher,Bill Cowher,75.93158216249236
DEN,1991,0.75,0.7019253,0.66961324,0.08038675785064697,0.032312036,0.04807472229003906,0.08038675785064697,2.076191738337326,Dan Reeves,Dan Reeves,75.87049480757483
CRD,2007,0.5,0.41096088,0.41994688,0.08005312085151672,-0.008985996,0.08903911709785461,0.08005312085151672,2.076191738337326,Ken Whisenhunt,Ken Whisenhunt,75.8094074526573
MIN,1971,0.7857,0.7342592,0.7058509,0.07984910078048701,0.028408289,0.05144081182479854,0.07984910078048701,2.076191738337326,Bud Grant,Bud Grant,75.74832009773976
MIA,1988,0.375,0.3205814,0.29541355,0.0795864462852478,0.025167853,0.054418593645095825,0.0795864462852478,2.076191738337326,Don Shula,Don Shula,75.68723274282225
CAR,2019,0.4167,0.34480226,0.33732563,0.07937436742782594,0.007476628,0.07189773960113527,0.07937436742782594,2.076191738337326,Ron Rivera,Perry Fewell / Ron Rivera,75.62614538790471
KAN,2023,0.6471,0.5896493,0.56780684,0.07929316005706788,0.02184248,0.05745068035125733,0.07929316005706788,2.076191738337326,Andy Reid,Andy Reid,75.56505803298718
ATL,1971,0.5357,0.45194584,0.45648074,0.07921925849914546,-0.0045349,0.0837541586875915,0.07921925849914546,2.076191738337326,Norm Van Brocklin,Norm Van Brocklin,75.50397067806965
PHI,2019,0.5625,0.5016001,0.48438555,0.07811444997787476,0.017214537,0.06089991331100464,0.07811444997787476,2.076191738337326,Doug Pederson,Doug Pederson,75.44288332315212
BUF,1991,0.8125,0.7361076,0.73453474,0.07796525955200195,0.0015728474,0.07639241218566895,0.07796525955200195,2.076191738337326,Marv Levy,Marv Levy,75.38179596823457
NWE,1987,0.5333,0.49439216,0.45553505,0.07776494579315185,0.038857102,0.03890784339904785,0.07776494579315185,2.076191738337326,Raymond Berry,Raymond Berry,75.32070861331704
SFO,1998,0.75,0.6799786,0.67224425,0.07775574922561646,0.0077343583,0.07002139091491699,0.07775574922561646,2.076191738337326,Steve Mariucci,Steve Mariucci,75.2596212583995
SDG,1996,0.5,0.439371,0.42235076,0.07764923572540283,0.017020226,0.06062901020050049,0.07764923572540283,2.076191738337326,Bobby Ross,Bobby Ross,75.19853390348197
WAS,2022,0.5,0.43110296,0.42307892,0.07692107558250427,0.008024037,0.06889703869819641,0.07692107558250427,2.076191738337326,Ron Rivera,Ron Rivera,75.13744654856444
DET,1983,0.5625,0.48432302,0.4862946,0.07620540261268616,-0.0019715726,0.07817697525024414,0.07620540261268616,2.076191738337326,Monte Clark,Monte Clark,75.07635919364691
NOR,2009,0.8125,0.7541127,0.7364342,0.0760657787322998,0.0176785,0.05838727951049805,0.0760657787322998,2.076191738337326,Sean Payton,Sean Payton,75.01527183872938
CLE,1993,0.4375,0.35857138,0.3614948,0.07600519061088562,-0.002923429,0.0789286196231842,0.07600519061088562,2.076191738337326,Bill Belichick,Bill Belichick,74.95418448381184
KAN,2021,0.7059,0.6480893,0.63075554,0.0751444562911987,0.017333746,0.057810710334777804,0.0751444562911987,2.076191738337326,Andy Reid,Andy Reid,74.89309712889431
GNB,2001,0.75,0.71239555,0.6759001,0.07409989833831787,0.036495447,0.037604451179504395,0.07409989833831787,2.076191738337326,Mike Sherman,Mike Sherman,74.83200977397678
SDG,1994,0.6875,0.65766656,0.6135156,0.07398438453674316,0.04415095,0.029833436012268066,0.07398438453674316,2.076191738337326,Bobby Ross,Bobby Ross,74.77092241905925
OTI,2000,0.8125,0.7296853,0.73859054,0.0739094614982605,-0.008905232,0.08281469345092773,0.0739094614982605,2.076191738337326,Jeff Fisher,Jeff Fisher,74.70983506414173
NYJ,1997,0.5625,0.5302909,0.4887227,0.07377728819847107,0.04156819,0.03220909833908081,0.07377728819847107,2.076191738337326,Bill Parcells,Bill Parcells,74.6487477092242
NOR,1982,0.4444,0.38058025,0.3706575,0.0737424963951111,0.009922743,0.06381975355148317,0.0737424963951111,2.076191738337326,Bum Phillips,Bum Phillips,74.58766035430666
HTX,2008,0.5,0.38839683,0.42625797,0.07374203205108643,-0.03786114,0.11160317063331604,0.07374203205108643,2.076191738337326,Gary Kubiak,Gary Kubiak,74.52657299938913
KAN,1994,0.5625,0.54381007,0.48893827,0.07356172800064087,0.054871798,0.01868993043899536,0.07356172800064087,2.076191738337326,Marty Schottenheimer,Marty Schottenheimer,74.4654856444716
OTI,1979,0.6875,0.6315937,0.61406153,0.07343846559524536,0.01753217,0.05590629577636719,0.07343846559524536,2.076191738337326,Bum Phillips,Bum Phillips,74.40439828955407
SDG,1992,0.6875,0.5798202,0.6142146,0.07328540086746216,-0.034394383,0.10767978429794312,0.07328540086746216,2.076191738337326,Bobby Ross,Bobby Ross,74.34331093463653
CRD,1972,0.3214,0.24243115,0.24835858,0.07304142251014711,-0.0059274286,0.07896885111331942,0.07304142251014711,2.076191738337326,Bob Hollway,Bob Hollway,74.282223579719
RAI,1994,0.5625,0.4947639,0.4895195,0.07298049330711365,0.005244404,0.06773608922958374,0.07298049330711365,2.076191738337326,Art Shell,Art Shell,74.22113622480147
DAL,1972,0.7143,0.67860496,0.64135146,0.07294853858947759,0.0372535,0.03569503955841069,0.07294853858947759,2.076191738337326,Tom Landry,Tom Landry,74.16004886988394
RAM,1975,0.8571,0.81961936,0.7841801,0.07291989526748655,0.035439253,0.03748064241409299,0.07291989526748655,2.076191738337326,Chuck Knox,Chuck Knox,74.0989615149664
DET,1972,0.6071,0.56509155,0.5344139,0.07268612585067746,0.030677676,0.042008449649810764,0.07268612585067746,2.076191738337326,Joe Schmidt,Joe Schmidt,74.03787416004887
GNB,2023,0.5294,0.47039354,0.45677802,0.07262198033332823,0.013615519,0.05900646152496336,0.07262198033332823,2.076191738337326,Matt LaFleur,Matt LaFleur,73.97678680513134
NYJ,1971,0.4286,0.3282602,0.35610676,0.0724932418823242,-0.027846545,0.10033978686332701,0.0724932418823242,2.076191738337326,Weeb Ewbank,Weeb Ewbank,73.91569945021381
GNB,2019,0.8125,0.73775727,0.7400203,0.0724797248840332,-0.0022630095,0.07474273443222046,0.0724797248840332,2.076191738337326,Matt LaFleur,Matt LaFleur,73.85461209529626
RAV,2014,0.625,0.57892454,0.55252534,0.0724746584892273,0.026399195,0.04607546329498291,0.0724746584892273,2.076191738337326,John Harbaugh,John Harbaugh,73.79352474037874
CIN,1990,0.5625,0.51441705,0.49008456,0.07241544127464294,0.024332494,0.048082947731018066,0.07241544127464294,2.076191738337326,Sam Wyche,Sam Wyche,73.73243738546121
MIA,2020,0.625,0.5308269,0.55285025,0.07214975357055664,-0.02202332,0.09417307376861572,0.07214975357055664,2.076191738337326,Brian Flores,Brian Flores,73.67135003054368
NWE,1985,0.6875,0.64871794,0.61538774,0.07211226224899292,0.033330202,0.03878206014633179,0.07211226224899292,2.076191738337326,Raymond Berry,Raymond Berry,73.61026267562615
RAM,2018,0.8125,0.7569583,0.74075747,0.07174253463745117,0.01620084,0.05554169416427612,0.07174253463745117,2.076191738337326,Sean McVay,Sean McVay,73.54917532070861
OTI,2001,0.4375,0.37461078,0.3658983,0.07160168886184692,0.0087124705,0.0628892183303833,0.07160168886184692,2.076191738337326,Jeff Fisher,Jeff Fisher,73.48808796579108
DAL,2024,0.4118,0.35857427,0.34046578,0.07133421592712402,0.018108487,0.0532257287979126,0.07133421592712402,2.076191738337326,Mike McCarthy,Mike McCarthy,73.42700061087355
NWE,1979,0.5625,0.51560754,0.49122196,0.07127803564071655,0.024385571,0.04689246416091919,0.07127803564071655,2.076191738337326,Ron Erhardt,Ron Erhardt,73.36591325595602
NOR,1992,0.75,0.70274657,0.6788656,0.07113438844680786,0.023880959,0.047253429889678955,0.07113438844680786,2.076191738337326,Jim Mora Sr,Jim Mora Sr,73.30482590103848
CLT,2002,0.625,0.5356333,0.5538981,0.07110190391540527,-0.01826477,0.08936667442321777,0.07110190391540527,2.076191738337326,Tony Dungy,Tony Dungy,73.24373854612095
BUF,1980,0.6875,0.66828805,0.6165391,0.0709608793258667,0.05174893,0.019211947917938232,0.0709608793258667,2.076191738337326,Chuck Knox,Chuck Knox,73.18265119120342
OTI,1977,0.5714,0.50245994,0.5005641,0.07083590164184572,0.0018958449,0.06894005670547487,0.07083590164184572,2.076191738337326,Bum Phillips,Bum Phillips,73.12156383628589
CIN,1982,0.7778,0.7213533,0.70707256,0.0707274439811707,0.014280736,0.056446707534790086,0.0707274439811707,2.076191738337326,Forrest Gregg,Forrest Gregg,73.06047648136835
WAS,1988,0.4375,0.39694825,0.36677492,0.07072508335113525,0.030173331,0.04055175185203552,0.07072508335113525,2.076191738337326,Joe Gibbs,Joe Gibbs,72.99938912645082
PIT,1992,0.6875,0.6320076,0.6169975,0.07050251960754395,0.0150101185,0.055492401123046875,0.07050251960754395,2.076191738337326,Bill Cowher,Bill Cowher,72.93830177153329
NYG,1977,0.3571,0.29879415,0.28676006,0.07033993802070615,0.012034088,0.058305849647521946,0.07033993802070615,2.076191738337326,John McVay,John McVay,72.87721441661577
OTI,1974,0.5,0.4161742,0.43004888,0.0699511170387268,-0.01387468,0.08382579684257507,0.0699511170387268,2.076191738337326,Sid Gillman,Sid Gillman,72.81612706169824
DAL,1973,0.7143,0.7327359,0.64437246,0.06992753677368169,0.08836341,-0.018435872268676712,0.06992753677368169,2.076191738337326,Tom Landry,Tom Landry,72.7550397067807
MIA,1978,0.6875,0.65450346,0.61817044,0.06932955980300903,0.036333025,0.032996535301208496,0.06932955980300903,2.076191738337326,Don Shula,Don Shula,72.69395235186316
CLE,1988,0.625,0.58877695,0.5557007,0.06929928064346313,0.033076227,0.03622305393218994,0.06929928064346313,2.076191738337326,Marty Schottenheimer,Marty Schottenheimer,72.63286499694563
NYG,2005,0.6875,0.6279725,0.61850196,0.06899803876876831,0.009470522,0.05952751636505127,0.06899803876876831,2.076191738337326,Tom Coughlin,Tom Coughlin,72.5717776420281
DAL,1995,0.75,0.7563943,0.68125033,0.06874966621398926,0.07514399,-0.006394326686859131,0.06874966621398926,2.076191738337326,Barry Switzer,Barry Switzer,72.51069028711056
SFO,1974,0.4286,0.39057302,0.3600345,0.06856550440788267,0.03053853,0.03802697525024412,0.06856550440788267,2.076191738337326,Dick Nolan,Dick Nolan,72.44960293219303
NYG,1978,0.375,0.29456168,0.30770904,0.06729096174240112,-0.013147354,0.08043831586837769,0.06729096174240112,2.076191738337326,John McVay,John McVay,72.3885155772755
NWE,1986,0.6875,0.6565898,0.6204765,0.06702351570129395,0.03611332,0.030910193920135498,0.06702351570129395,2.076191738337326,Raymond Berry,Raymond Berry,72.32742822235797
DET,2023,0.7059,0.6068335,0.63915354,0.06674645986557004,-0.032320023,0.09906648244857785,0.06674645986557004,2.076191738337326,Dan Campbell,Dan Campbell,72.26634086744043
SFO,2012,0.7188,0.63743967,0.6522542,0.06654577617645263,-0.014814556,0.08136033182144164,0.06654577617645263,2.076191738337326,Jim Harbaugh,Jim Harbaugh,72.2052535125229
PIT,2002,0.6562,0.6036851,0.5897125,0.06648749942779542,0.01397258,0.05251491899490357,0.06648749942779542,2.076191738337326,Bill Cowher,Bill Cowher,72.14416615760537
DAL,1984,0.5625,0.5269621,0.49605492,0.06644508242607117,0.030907184,0.035537898540496826,0.06644508242607117,2.076191738337326,Tom Landry,Tom Landry,72.08307880268784
RAI,1972,0.75,0.7004728,0.68386996,0.06613004207611084,0.016602814,0.04952722787857056,0.06613004207611084,2.076191738337326,John Madden,John Madden,72.0219914477703
CRD,1983,0.5312,0.45423582,0.46520376,0.06599623794555665,-0.01096794,0.07696417803764344,0.06599623794555665,2.076191738337326,Jim Hanifan,Jim Hanifan,71.96090409285279
WAS,1977,0.6429,0.6246248,0.5769189,0.06598109998703006,0.04770589,0.01827521123886111,0.06598109998703006,2.076191738337326,George Allen,George Allen,71.89981673793525
MIA,1992,0.6875,0.65292877,0.6220153,0.06548470258712769,0.030913472,0.03457123041152954,0.06548470258712769,2.076191738337326,Don Shula,Don Shula,71.83872938301772
KAN,2014,0.5625,0.53223366,0.4976321,0.06486791372299194,0.03460157,0.03026634454727173,0.06486791372299194,2.076191738337326,Andy Reid,Andy Reid,71.77764202810019
RAM,2020,0.625,0.5566383,0.56022125,0.06477874517440796,-0.0035829544,0.06836169958114624,0.06477874517440796,2.076191738337326,Sean McVay,Sean McVay,71.71655467318266
NYG,2009,0.5,0.4474796,0.43568167,0.06431832909584045,0.011797935,0.05252039432525635,0.06431832909584045,2.076191738337326,Tom Coughlin,Tom Coughlin,71.65546731826512
CIN,2023,0.5294,0.43481287,0.46519092,0.06420908274650572,-0.030378044,0.09458712639808653,0.06420908274650572,2.076191738337326,Zac Taylor,Zac Taylor,71.59437996334759
DAL,1970,0.7143,0.6276473,0.6501867,0.06411328248977666,-0.022539437,0.08665271930694585,0.06411328248977666,2.076191738337326,Tom Landry,Tom Landry,71.53329260843006
CLE,1986,0.75,0.719769,0.685998,0.06400197744369507,0.03377098,0.030230998992919922,0.06400197744369507,2.076191738337326,Marty Schottenheimer,Marty Schottenheimer,71.47220525351253
RAI,2021,0.6,0.5427456,0.53613913,0.06386086940765379,0.0066064596,0.05725440979003904,0.06386086940765379,2.076191738337326,Jon Gruden,Jon Gruden / Rich Bisaccia,71.411117898595
OTI,2007,0.625,0.57267314,0.5611715,0.06382852792739868,0.01150167,0.052326858043670654,0.06382852792739868,2.076191738337326,Jeff Fisher,Jeff Fisher,71.35003054367746
MIA,1997,0.5625,0.5410744,0.49889138,0.06360861659049988,0.04218301,0.021425604820251465,0.06360861659049988,2.076191738337326,Jimmy Johnson,Jimmy Johnson,71.28894318875993
GNB,2013,0.5312,0.5133519,0.46801543,0.06318456764221192,0.045336485,0.017848082733154302,0.06318456764221192,2.076191738337326,Mike McCarthy,Mike McCarthy,71.2278558338424
PHI,2018,0.5625,0.5153423,0.49939507,0.06310492753982544,0.015947223,0.04715770483016968,0.06310492753982544,2.076191738337326,Doug Pederson,Doug Pederson,71.16676847892485
ATL,1980,0.75,0.6780293,0.6869216,0.06307840347290039,-0.008892298,0.07197070121765137,0.06307840347290039,2.076191738337326,Leeman Bennett,Leeman Bennett,71.10568112400732
CLE,1979,0.5625,0.4972214,0.49961174,0.0628882646560669,-0.002390325,0.06527858972549438,0.0628882646560669,2.076191738337326,Sam Rutigliano,Sam Rutigliano,71.0445937690898
SEA,1997,0.5,0.4251307,0.4371154,0.06288459897041321,-0.011984706,0.074869304895401,0.06288459897041321,2.076191738337326,Dennis Erickson,Dennis Erickson,70.98350641417227
NWE,1971,0.4286,0.34779587,0.36582288,0.06277711853981016,-0.018027008,0.08080412611961363,0.06277711853981016,2.076191738337326,John Mazur,John Mazur,70.92241905925474
CRD,2021,0.6471,0.58721495,0.5844865,0.06261351547241212,0.0027284622,0.05988505325317384,0.06261351547241212,2.076191738337326,Kliff Kingsbury,Kliff Kingsbury,70.8613317043372
PHI,2022,0.8235,0.7892123,0.76103127,0.062468729972839365,0.028181016,0.03428771352767945,0.062468729972839365,2.076191738337326,Nick Sirianni,Nick Sirianni,70.80024434941967
TAM,1994,0.375,0.31756264,0.31270692,0.06229308247566223,0.004855722,0.057437360286712646,0.06229308247566223,2.076191738337326,Sam Wyche,Sam Wyche,70.73915699450214
CLT,1983,0.4375,0.32996386,0.3753222,0.062177807092666626,-0.04535833,0.10753613710403442,0.062177807092666626,2.076191738337326,Frank Kush,Frank Kush,70.6780696395846
DAL,1978,0.75,0.726611,0.68792784,0.062072157859802246,0.038683176,0.023388981819152832,0.062072157859802246,2.076191738337326,Tom Landry,Tom Landry,70.61698228466707
CRD,1986,0.2812,0.22746533,0.21934362,0.061856382441520696,0.008121714,0.053734668445587164,0.061856382441520696,2.076191738337326,Gene Stallings,Gene Stallings,70.55589492974954
NOR,2006,0.625,0.60219914,0.56317186,0.0618281364440918,0.039027274,0.022800862789154053,0.0618281364440918,2.076191738337326,Sean Payton,Sean Payton,70.49480757483201
CIN,2004,0.5,0.41349944,0.43836325,0.06163674592971802,-0.02486381,0.08650055527687073,0.06163674592971802,2.076191738337326,Marvin Lewis,Marvin Lewis,70.43372021991448
CIN,2008,0.2812,0.21037239,0.2196179,0.06158209676742554,-0.009245515,0.07082761163711548,0.06158209676742554,2.076191738337326,Marvin Lewis,Marvin Lewis,70.37263286499694
NOR,1997,0.375,0.3217667,0.31383887,0.06116113066673279,0.007927835,0.05323329567909241,0.06116113066673279,2.076191738337326,Mike Ditka,Mike Ditka,70.31154551007941
PIT,1972,0.7857,0.72398424,0.7246714,0.06102857656478877,-0.00068718195,0.06171575851440425,0.06102857656478877,2.076191738337326,Chuck Noll,Chuck Noll,70.25045815516188
DEN,1974,0.5357,0.54158986,0.47468847,0.06101152963638301,0.066901386,-0.005889856147766159,0.06101152963638301,2.076191738337326,John Ralston,John Ralston,70.18937080024435
RAV,2001,0.625,0.56501615,0.56415474,0.060845255851745605,0.0008614063,0.05998384952545166,0.060845255851745605,2.076191738337326,Brian Billick,Brian Billick,70.12828344532682
NOR,1991,0.6875,0.658764,0.6268538,0.0606461763381958,0.03191018,0.028735995292663574,0.0606461763381958,2.076191738337326,Jim Mora Sr,Jim Mora Sr,70.06719609040928
NWE,1991,0.375,0.30516294,0.3144131,0.060586899518966675,-0.009250164,0.0698370635509491,0.060586899518966675,2.076191738337326,Dick MacPherson,Dick MacPherson,70.00610873549175
DEN,2014,0.75,0.6810689,0.6896203,0.06037968397140503,-0.008551419,0.06893110275268555,0.06037968397140503,2.076191738337326,John Fox,John Fox,69.94502138057422
HTX,2012,0.75,0.67726797,0.68973476,0.06026524305343628,-0.012466788,0.07273203134536743,0.06026524305343628,2.076191738337326,Gary Kubiak,Gary Kubiak,69.88393402565669
JAX,2005,0.75,0.6699608,0.689978,0.06002199649810791,-0.020017207,0.08003920316696167,0.06002199649810791,2.076191738337326,Jack Del Rio,Jack Del Rio,69.82284667073915
CRD,1977,0.5,0.45924503,0.43999305,0.060006946325302124,0.019251972,0.04075497388839722,0.060006946325302124,2.076191738337326,Don Coryell,Don Coryell,69.76175931582162
CHI,2020,0.5,0.42874324,0.44059974,0.05940026044845581,-0.011856496,0.07125675678253174,0.05940026044845581,2.076191738337326,Matt Nagy,Matt Nagy,69.70067196090409
CRD,2024,0.4706,0.40819213,0.41143164,0.0591683596134186,-0.0032395124,0.06240787205696108,0.0591683596134186,2.076191738337326,Jonathan Gannon,Jonathan Gannon,69.63958460598656
MIN,2015,0.6875,0.6229225,0.62844706,0.05905294418334961,-0.0055245757,0.06457751989364624,0.05905294418334961,2.076191738337326,Mike Zimmer,Mike Zimmer,69.57849725106902
OTI,2003,0.75,0.69904083,0.691061,0.05893898010253906,0.00797981,0.05095916986465454,0.05893898010253906,2.076191738337326,Jeff Fisher,Jeff Fisher,69.51740989615149
CIN,2015,0.75,0.6916707,0.6912865,0.05871349573135376,0.00038421154,0.05832928419113159,0.05871349573135376,2.076191738337326,Marvin Lewis,Marvin Lewis,69.45632254123396
SFO,2023,0.7059,0.6873704,0.6474355,0.058464513683319064,0.039934933,0.01852958049774167,0.058464513683319064,2.076191738337326,Kyle Shanahan,Kyle Shanahan,69.39523518631643
MIA,1971,0.75,0.6952909,0.6915714,0.05842858552932739,0.0037195086,0.05470907688140869,0.05842858552932739,2.076191738337326,Don Shula,Don Shula,69.3341478313989
CHI,1975,0.2857,0.24223086,0.22736865,0.05833134717941285,0.01486221,0.04346913762092591,0.05833134717941285,2.076191738337326,Jack Pardee,Jack Pardee,69.27306047648136
KAN,1998,0.4375,0.43232855,0.3797188,0.05778118968009949,0.05260974,0.005171447992324829,0.05778118968009949,2.076191738337326,Marty Schottenheimer,Marty Schottenheimer,69.21197312156384
DAL,2009,0.6875,0.6722532,0.6307205,0.05677950382232666,0.041532695,0.015246808528900146,0.05677950382232666,2.076191738337326,Wade Phillips,Wade Phillips,69.15088576664631
ATL,1982,0.5556,0.52057755,0.4991843,0.056415689563751203,0.02139324,0.035022450065612776,0.056415689563751203,2.076191738337326,Leeman Bennett,Leeman Bennett,69.08979841172878
DAL,1996,0.625,0.62506104,0.5687946,0.0562053918838501,0.056266427,-6.103515625e-05,0.0562053918838501,2.076191738337326,Barry Switzer,Barry Switzer,69.02871105681125
RAI,1988,0.4375,0.404416,0.38136882,0.056131184101104736,0.023047179,0.03308400511741638,0.056131184101104736,2.076191738337326,Mike Shanahan,Mike Shanahan,68.96762370189371
MIA,1970,0.7143,0.61364555,0.6582644,0.056035601425170944,-0.044618845,0.10065444641113286,0.056035601425170944,2.076191738337326,Don Shula,Don Shula,68.90653634697618
