Creation_Date,Total_Rows,Teams,Years,Year_Range,Metrics_Extracted,Source_Files,Description
2025-11-04 12:49:53,1637,32,55,1970-2024,"Int Passing, Pen, Yds Penalties","league_team_data_normalized.csv, league_opponent_data_normalized.csv",Normalized penalty and interception metrics for teams and opponents
