Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Dak Prescott,28,5,16,"410 for 596, 4,449 yards, 37 td, 10 int, & 48 rushes for 146 yards and 1 td",,Starters_1,DAL,2021,2025-08-15 19:07:09
RB,Ezekiel Elliott,26,5,17,"237 rushes for 1,002 yards, 10 td, & 47 catches for 287 yards and 2 td",,Starters_1,DAL,2021,2025-08-15 19:07:09
WR,Amari Cooper,27,6,14,"68 catches for 865 yards, 8 td",,Starters_1,DAL,2021,2025-08-15 19:07:09
WR,CeeDee Lamb*,22,1,13,"79 catches for 1,102 yards, 6 td, & 9 rushes for 76 yards and 0 td",,Starters_1,DAL,2021,2025-08-15 19:07:09
TE,Blake Jarwin,27,4,5,"11 catches for 96 yards, 2 td",,Starters_1,DAL,2021,2025-08-15 19:07:09
TE,Dalton Schultz,25,3,15,"78 catches for 808 yards, 8 td",,Starters_1,DAL,2021,2025-08-15 19:07:09
LT,Tyron Smith*,31,10,11,,,Starters_1,DAL,2021,2025-08-15 19:07:09
LG,Connor Williams,24,3,14,,,Starters_1,DAL,2021,2025-08-15 19:07:09
C,Tyler Biadasz,24,1,17,1 fumble recovered,,Starters_1,DAL,2021,2025-08-15 19:07:09
RG,Zack Martin*+,31,7,16,1 fumble recovered,,Starters_1,DAL,2021,2025-08-15 19:07:09
RT,La'el Collins,28,6,10,,,Starters_1,DAL,2021,2025-08-15 19:07:09
LDE,DeMarcus Lawrence,29,7,7,"3.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
LDT,Osa Odighizuwa,23,Rook,12,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
RDT,Carlos Watkins,28,4,14,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
RDE,Randy Gregory,29,6,11,"6.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
LLB,Micah Parsons*+,22,Rook,16,"13.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
RLB,Leighton Vander Esch,24,3,16,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
LCB,Trevon Diggs*+,23,1,16,"0.0 sacks, 11 interceptions, 0 fumbles recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
RCB,Anthony Brown,28,5,16,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
SS,Jayron Kearse,27,5,15,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
FS,Damontae Kazee,28,4,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,DAL,2021,2025-08-15 19:07:09
DB,Jourdan Lewis,26,4,13,,,Starters_1,DAL,2021,2025-08-15 19:07:09
