Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
DAL,2006,QB,Tony Romo*,26,2,10,"220 for 337, 2,903 yards, 19 td, 13 int, & 34 rushes for 102 yards and 0 td",,Starters_1
DAL,2006,RB,Julius Jones,25,2,16,"267 rushes for 1,084 yards, 4 td, & 9 catches for 142 yards and 0 td",,Starters_1
DAL,2006,WR,Patrick Crayton,27,2,7,"36 catches for 516 yards, 4 td",,Starters_1
DAL,2006,WR,Terry Glenn,32,10,14,"70 catches for 1,047 yards, 6 td, & 3 rushes for 11 yards and 0 td",,Starters_1
DAL,2006,WR,Terrell Owens,33,10,15,"85 catches for 1,180 yards, 13 td",,Starters_1
DAL,2006,TE,Jason Witten*,24,3,15,"64 catches for 754 yards, 1 td",,Starters_1
DAL,2006,LT,Flozell Adams*,31,8,16,,,Starters_1
DAL,2006,LG,Kyle Kosier,28,4,16,,,Starters_1
DAL,2006,C,Andre Gurode*,28,4,16,,,Starters_1
DAL,2006,RG,Marco Rivera,34,9,16,1 fumble recovered,,Starters_1
DAL,2006,RT,Marc Colombo,28,4,16,1 fumble recovered,,Starters_1
DAL,2006,LDE,Marcus Spears,23,1,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DAL,2006,NT,Jason Ferguson,32,9,16,,,Starters_1
DAL,2006,RDE,Chris Canty,24,1,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DAL,2006,LOLB,Greg Ellis,31,8,9,"4.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
DAL,2006,LILB,Bradie James,25,3,16,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
DAL,2006,RILB,Akin Ayodele,27,4,16,"1.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
DAL,2006,ROLB,DeMarcus Ware*,24,1,16,"11.5 sacks, 1 interception, 1 fumble recovered",,Starters_1
DAL,2006,LCB,Terence Newman,28,3,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
DAL,2006,RCB,Anthony Henry,30,5,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
DAL,2006,SS,Roy Williams*,26,4,16,"0.0 sacks, 5 interceptions, 2 fumbles recovered",,Starters_1
DAL,2006,FS,Pat Watkins,24,Rook,9,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
