Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Dak Prescott*,25,2,16,"356 for 526, 3,885 yards, 22 td, 8 int, & 75 rushes for 305 yards and 6 td",,Starters_1,DAL,2018,2025-08-15 19:06:46
RB,Ezekiel Elliott*,23,2,15,"304 rushes for 1,434 yards, 6 td, & 77 catches for 567 yards and 3 td",,Starters_1,DAL,2018,2025-08-15 19:06:46
FB,Jamize Olawale,29,6,4,"0 rushes for yards, 0 td, & 2 catches for 13 yards and 0 td",,Starters_1,DAL,2018,2025-08-15 19:06:46
WR,Amari Cooper*,24,3,9,"53 catches for 725 yards, 6 td, & 1 rush for 11 yards and 0 td",,Starters_1,DAL,2018,2025-08-15 19:06:46
WR,Michael Gallup,22,Rook,8,"33 catches for 507 yards, 2 td",,Starters_1,DAL,2018,2025-08-15 19:06:46
TE,Geoff Swaim,25,3,9,"26 catches for 242 yards, 1 td",,Starters_1,DAL,2018,2025-08-15 19:06:46
LT,Tyron Smith*,28,7,13,,,Starters_1,DAL,2018,2025-08-15 19:06:46
LG,Connor Williams,21,Rook,10,,,Starters_1,DAL,2018,2025-08-15 19:06:46
C,Joe Looney,28,5,16,,,Starters_1,DAL,2018,2025-08-15 19:06:46
RG,Zack Martin*+,28,4,14,,,Starters_1,DAL,2018,2025-08-15 19:06:46
RT,La'el Collins,25,3,16,1 fumble recovered,,Starters_1,DAL,2018,2025-08-15 19:06:46
LDE,DeMarcus Lawrence*,26,4,15,"10.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
LDT,Maliek Collins,23,2,9,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
RDT,Antwaun Woods,25,2,15,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
RDE,Tyrone Crawford,29,6,15,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
LLB,Damien Wilson,25,3,7,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
MLB,Jaylon Smith,23,1,16,"4.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
RLB,Leighton Vander Esch*,21,Rook,11,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
LCB,Chidobe Awuzie,23,1,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
RCB,Byron Jones*,26,3,16,,,Starters_1,DAL,2018,2025-08-15 19:06:46
SS,Jeff Heath,27,5,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
FS,Xavier Woods,23,1,14,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,DAL,2018,2025-08-15 19:06:46
