Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
DAL,1994,QB,Troy Aikman*,28,5,14,"233 for 361, 2,676 yards, 13 td, 12 int, & 30 rushes for 62 yards and 1 td",,Starters_1
DAL,1994,RB,Emmitt Smith*+,25,4,15,"368 rushes for 1,484 yards, 21 td, & 50 catches for 341 yards and 1 td",,Starters_1
DAL,1994,FB,Daryl Johnston*,28,5,16,"40 rushes for 138 yards, 2 td, & 44 catches for 325 yards and 2 td",,Starters_1
DAL,1994,WR,Alvin Harper,26,3,14,"33 catches for 821 yards, 8 td",,Starters_1
DAL,1994,WR,Michael Irvin*,28,6,16,"79 catches for 1,241 yards, 6 td",,Starters_1
DAL,1994,TE,Jay Novacek*,32,9,14,"47 catches for 475 yards, 2 td",,Starters_1
DAL,1994,LT,Mark Tuinei*,34,11,15,,,Starters_1
DAL,1994,LG,Nate Newton*+,33,8,16,,,Starters_1
DAL,1994,C,Mark Stepnoski*,27,5,16,,,Starters_1
DAL,1994,RG,Derek Kennard,32,8,16,,,Starters_1
DAL,1994,RT,Larry Allen,23,Rook,10,,,Starters_1
DAL,1994,LDE,Tony Tolbert,27,5,16,"5.5 sacks, 1 interception, 1 fumble recovered",,Starters_1
DAL,1994,LDT,Russell Maryland,25,3,16,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DAL,1994,RDT,Leon Lett*,26,3,16,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DAL,1994,RDE,Charles Haley*+,30,8,16,"12.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
DAL,1994,LLB,Dixon Edwards,26,3,15,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DAL,1994,MLB,Robert Jones,25,2,16,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DAL,1994,RLB,Darrin Smith,24,1,16,"4.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
DAL,1994,LCB,Kevin Smith,24,2,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
DAL,1994,RCB,Larry Brown,25,3,15,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
DAL,1994,SS,Darren Woodson*+,25,2,16,"0.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1
DAL,1994,FS,James Washington,29,6,16,"0.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1
