Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
DAL,1999,QB,Troy Aikman,33,10,14,"263 for 442, 2,964 yards, 17 td, 12 int, & 21 rushes for 10 yards and 1 td",,Starters_1
DAL,1999,RB,Emmitt Smith*,30,9,15,"329 rushes for 1,397 yards, 11 td, & 27 catches for 119 yards and 2 td",,Starters_1
DAL,1999,FB,Robert Thomas,25,1,7,"8 rushes for 35 yards, 0 td, & 10 catches for 64 yards and 0 td",,Starters_1
DAL,1999,WR,Rocket Ismail,30,6,14,"80 catches for 1,097 yards, 6 td, & 13 rushes for 110 yards and 1 td",,Starters_1
DAL,1999,WR,Ernie Mills,31,8,7,"30 catches for 325 yards, 0 td, & 1 rush for -1 yards and 0 td",,Starters_1
DAL,1999,TE,David LaFleur,25,2,16,"35 catches for 322 yards, 7 td",,Starters_1
DAL,1999,LT,Flozell Adams,24,1,16,1 fumble recovered,,Starters_1
DAL,1999,LG,Larry Allen*+,28,5,11,,,Starters_1
DAL,1999,C,Mark Stepnoski,32,10,15,1 fumble recovered,,Starters_1
DAL,1999,RG,Everett McIver,29,5,14,1 fumble recovered,,Starters_1
DAL,1999,RT,Erik Williams*,31,8,14,,,Starters_1
DAL,1999,LDE,Kavika Pittman,25,3,16,"3.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
DAL,1999,LDT,Alonzo Spellman,28,7,16,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
DAL,1999,RDT,Chad Hennings,34,7,16,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
DAL,1999,RDE,Greg Ellis,24,1,13,"7.5 sacks, 1 interception, 1 fumble recovered",,Starters_1
DAL,1999,LLB,Darren Hambrick,24,1,12,"2.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
DAL,1999,MLB,Randall Godfrey,26,3,16,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
DAL,1999,RLB,Dexter Coakley*,27,2,16,"1.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
DAL,1999,LCB,Kevin Smith,29,7,8,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
DAL,1999,RCB,Deion Sanders*,32,10,14,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
DAL,1999,SS,Darren Woodson,30,7,15,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
DAL,1999,FS,George Teague,28,6,14,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
