Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
BUF,1971,QB,Dennis Shaw,24,1,12,"149 for 291, 1,813 yards, 11 td, 26 int, & 14 rushes for 82 yards and 0 td",,Starters_1
BUF,1971,RB,O.J. Simpson,24,2,14,"183 rushes for 742 yards, 5 td, & 21 catches for 162 yards and 0 td",,Starters_1
BUF,1971,FB,Wayne Patrick,25,3,13,"79 rushes for 332 yards, 1 td, & 36 catches for 327 yards and 0 td",,Starters_1
BUF,1971,WR,Marlin Briscoe,26,3,14,"44 catches for 603 yards, 5 td",,Starters_1
BUF,1971,WR,Haven Moses,25,3,9,"23 catches for 470 yards, 2 td",,Starters_1
BUF,1971,TE,Jan White,23,Rook,13,"13 catches for 130 yards, 0 td",,Starters_1
BUF,1971,LT,Willie Young,24,Rook,7,,,Starters_1
BUF,1971,LG,Jim Reilly,23,1,14,,,Starters_1
BUF,1971,C,Bruce Jarvis,23,Rook,14,,,Starters_1
BUF,1971,RG,Joe O'Donnell,30,7,7,1 fumble recovered,,Starters_1
BUF,1971,RT,Donnie Green,23,Rook,9,,,Starters_1
BUF,1971,LDE,Al Cowlings,24,1,14,"0 interceptions, 3 fumbles recovered",,Starters_1
BUF,1971,LDT,Jim Dunaway,30,8,9,,,Starters_1
BUF,1971,RDT,Bob Tatarek,25,3,14,"0 interceptions, 1 fumble recovered",,Starters_1
BUF,1971,RDE,Cal Snowden,25,2,11,,,Starters_1
BUF,1971,LLB,Paul Guidry,27,5,14,"1 interception, 2 fumbles recovered",,Starters_1
BUF,1971,MLB,Edgar Chandler,25,3,14,"1 interception, 0 fumbles recovered",,Starters_1
BUF,1971,RLB,Al Andrews,26,1,9,"1 interception, 1 fumble recovered",,Starters_1
BUF,1971,LCB,Robert James,24,2,14,"4 interceptions, 2 fumbles recovered",,Starters_1
BUF,1971,RCB,Alvin Wyatt,24,1,14,"1 interception, 2 fumbles recovered",,Starters_1
BUF,1971,SS,John Pitts,26,4,12,"2 interceptions, 0 fumbles recovered",,Starters_1
BUF,1971,FS,Jackie Allen,24,2,7,"0 interceptions, 1 fumble recovered",,Starters_1
